Rk,Player,Nation,Pos,Squad,Age,Born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,Matches,IDs
310,Tom Lockyer,wls WAL,DF,Luton Town,28,1994,14,14,1169,13.0,1,1,2,1,0,0,4,0,1.1,1.1,0.6,1.7,6,37,2,0.08,0.08,0.15,0.08,0.15,0.08,0.05,0.13,0.08,0.13,Matches,37118440
311,Sean Longstaff,eng ENG,MF,Newcastle Utd,25,1997,35,30,2747,30.5,6,2,8,6,0,0,7,0,6.6,6.6,2.3,8.8,24,145,116,0.20,0.07,0.26,0.20,0.26,0.22,0.07,0.29,0.22,0.29,Matches,a2b105e0
312,Max Lowe,eng ENG,"DF,MF",Sheffield Utd,26,1997,10,4,503,5.6,0,0,0,0,0,0,1,0,0.6,0.6,0.7,1.3,5,12,11,0.00,0.00,0.00,0.00,0.00,0.10,0.13,0.23,0.10,0.23,Matches,7af88b33
313,Douglas Luiz,br BRA,MF,Aston Villa,25,1998,35,35,2993,33.3,9,5,14,5,4,4,12,0,6.9,3.8,5.4,9.2,60,168,50,0.27,0.15,0.42,0.15,0.30,0.21,0.16,0.37,0.11,0.28,Matches,6f7d826d
314,Saša Lukić,rs SRB,MF,Fulham,26,1996,24,13,1122,12.5,1,0,1,1,0,0,3,0,1.6,1.6,0.8,2.4,12,43,27,0.08,0.00,0.08,0.08,0.08,0.13,0.06,0.19,0.13,0.19,Matches,c6e8cf1f
315,Ian Maatsen,nl NED,"FW,MF",Chelsea,21,2002,12,1,209,2.3,0,0,0,0,0,0,1,0,0.8,0.8,0.1,0.9,9,8,15,0.00,0.00,0.00,0.00,0.00,0.35,0.04,0.39,0.35,0.39,Matches,cab9634e
316,Alexis Mac Allister,ar ARG,MF,Liverpool,24,1998,33,31,2599,28.9,5,5,10,4,1,1,7,1,3.7,2.9,3.6,6.4,44,209,48,0.17,0.17,0.35,0.14,0.31,0.13,0.12,0.25,0.10,0.22,Matches,83d074ff
317,James Maddison,eng ENG,MF,Tottenham,26,1996,28,26,2135,23.7,4,9,13,4,0,0,5,0,6.4,6.4,5.9,12.4,58,224,156,0.17,0.38,0.55,0.17,0.55,0.27,0.25,0.52,0.27,0.52,Matches,ee38d9c5
318,Noni Madueke,eng ENG,FW,Chelsea,21,2002,23,13,1053,11.7,5,2,7,4,1,1,2,0,2.5,1.7,2.6,4.3,76,52,136,0.43,0.17,0.60,0.34,0.51,0.21,0.23,0.44,0.14,0.37,Matches,bf34eebd
319,Gabriel Magalhães,br BRA,DF,Arsenal,25,1997,36,34,3044,33.8,4,0,4,4,0,0,4,0,4.3,4.3,0.7,5.0,13,117,8,0.12,0.00,0.12,0.12,0.12,0.13,0.02,0.15,0.13,0.15,Matches,67ac5bb8
320,Harry Maguire,eng ENG,DF,Manchester Utd,30,1993,22,18,1653,18.4,2,2,4,2,0,0,4,0,2.0,2.0,1.2,3.3,20,73,2,0.11,0.11,0.22,0.11,0.22,0.11,0.07,0.18,0.11,0.18,Matches,d8931174
321,Kobbie Mainoo,eng ENG,MF,Manchester Utd,18,2005,24,24,1924,21.4,3,1,4,3,0,0,3,0,0.9,0.9,0.7,1.6,25,64,36,0.14,0.05,0.19,0.14,0.19,0.04,0.03,0.07,0.04,0.07,Matches,c6220452
322,Orel Mangala,be BEL,MF,Nott'ham Forest,25,1998,20,19,1563,17.4,1,0,1,1,0,0,6,0,0.8,0.8,0.2,1.1,13,45,14,0.06,0.00,0.06,0.06,0.06,0.05,0.01,0.06,0.05,0.06,Matches,a572e291
323,Benson Manuel,ao ANG,"MF,FW",Burnley,26,1997,8,1,116,1.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,5,2,14,0.00,0.00,0.00,0.00,0.00,0.05,0.03,0.08,0.05,0.08,Matches,d7f99582
324,Solly March,eng ENG,"FW,DF",Brighton,29,1994,7,7,554,6.2,3,1,4,3,0,0,1,0,2.0,2.0,1.0,2.9,14,24,44,0.49,0.16,0.65,0.49,0.65,0.32,0.16,0.47,0.32,0.47,Matches,bb5fbd2b
325,Anthony Martial,fr FRA,FW,Manchester Utd,27,1995,13,5,448,5.0,1,0,1,1,0,0,0,0,1.2,1.2,0.2,1.5,6,12,36,0.20,0.00,0.20,0.20,0.20,0.25,0.05,0.29,0.25,0.29,Matches,8b788c01
326,Gabriel Martinelli,br BRA,FW,Arsenal,22,2001,35,24,2019,22.4,6,4,10,6,0,0,1,0,6.8,6.8,6.1,12.9,127,65,345,0.27,0.18,0.45,0.27,0.45,0.31,0.27,0.58,0.31,0.58,Matches,48a5a5d6
327,Emiliano Martínez,ar ARG,GK,Aston Villa,30,1992,34,34,3015,33.5,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,7956236f
328,Lisandro Martínez,ar ARG,DF,Manchester Utd,25,1998,11,8,646,7.2,0,1,1,0,0,0,3,0,0.0,0.0,0.1,0.1,8,28,1,0.00,0.14,0.14,0.00,0.14,0.00,0.01,0.01,0.00,0.01,Matches,bac46a10
329,Han-Noah Massengo,fr FRA,"MF,DF",Burnley,22,2001,3,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,eba1e557
330,Pape Matar Sarr,sn SEN,MF,Tottenham,20,2002,34,27,2069,23.0,3,3,6,3,0,0,9,0,3.4,3.4,2.2,5.7,43,150,90,0.13,0.13,0.26,0.13,0.26,0.15,0.10,0.25,0.15,0.25,Matches,feb5d972
331,Jean-Philippe Mateta,fr FRA,FW,Crystal Palace,26,1997,35,25,2282,25.4,16,5,21,14,2,2,3,0,10.9,9.4,3.1,12.5,29,25,135,0.63,0.20,0.83,0.55,0.75,0.43,0.12,0.56,0.37,0.49,Matches,50e6dc35
332,Joël Matip,cm CMR,DF,Liverpool,31,1991,10,9,781,8.7,0,0,0,0,0,0,2,0,0.5,0.5,0.1,0.6,8,34,1,0.00,0.00,0.00,0.00,0.00,0.06,0.01,0.06,0.06,0.06,Matches,b217ef29
333,Alex Matos,eng ENG,MF,Chelsea,18,2004,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,ed383e43
334,Remi Matthews,eng ENG,GK,Crystal Palace,29,1994,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,27f4f772
335,Neal Maupay,fr FRA,FW,Brentford,26,1996,29,13,1321,14.7,6,3,9,6,0,0,8,0,5.7,5.7,2.3,8.1,21,37,91,0.41,0.20,0.61,0.41,0.61,0.39,0.16,0.55,0.39,0.55,Matches,4bcf39f6
336,Neal Maupay,fr FRA,FW,Everton,26,1996,2,1,111,1.2,0,0,0,0,0,0,0,0,1.4,1.4,0.1,1.5,1,0,6,0.00,0.00,0.00,0.00,0.00,1.16,0.05,1.22,1.16,1.22,Matches,4bcf39f6
337,Konstantinos Mavropanos,gr GRE,DF,West Ham,25,1997,19,16,1500,16.7,1,0,1,1,0,0,2,0,1.2,1.2,0.2,1.4,10,38,2,0.06,0.00,0.06,0.06,0.06,0.07,0.01,0.08,0.07,0.08,Matches,00963611
338,Bryan Mbeumo,cm CMR,FW,Brentford,23,1999,25,22,1960,21.8,9,6,15,6,3,3,2,0,9.8,7.4,4.6,12.1,74,88,195,0.41,0.28,0.69,0.28,0.55,0.45,0.21,0.66,0.34,0.55,Matches,6afaebf2
339,James Mcatee,eng ENG,"MF,FW",Sheffield Utd,20,2002,30,20,1822,20.2,3,3,6,2,1,1,2,0,3.1,2.3,2.9,5.2,55,51,110,0.15,0.15,0.30,0.10,0.25,0.15,0.15,0.30,0.11,0.26,Matches,96593e89
340,James Mcatee,eng ENG,MF,Manchester City,20,2002,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,96593e89
341,Oliver McBurnie,sct SCO,FW,Sheffield Utd,27,1996,21,15,1280,14.2,6,3,9,4,2,2,7,2,6.9,5.3,2.0,7.3,6,30,60,0.42,0.21,0.63,0.28,0.49,0.48,0.14,0.62,0.37,0.51,Matches,78b8ac63
342,James McConnell,eng ENG,MF,Liverpool,18,2004,3,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,bf973eeb
343,John McGinn,sct SCO,"MF,FW",Aston Villa,28,1994,35,35,2999,33.3,6,4,10,6,0,0,9,1,5.0,5.0,4.6,9.6,59,189,84,0.18,0.12,0.30,0.18,0.30,0.15,0.14,0.29,0.15,0.29,Matches,90f91999
344,Scott McKenna,sct SCO,DF,Nott'ham Forest,26,1996,5,5,416,4.6,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,1,10,0,0.00,0.00,0.00,0.00,0.00,0.05,0.04,0.08,0.05,0.08,Matches,4e5a4cbc
345,Dwight McNeil,eng ENG,"MF,FW",Everton,23,1999,35,33,2892,32.1,3,6,9,3,0,0,2,0,3.4,3.4,8.8,12.2,80,114,147,0.09,0.19,0.28,0.09,0.28,0.11,0.27,0.38,0.11,0.38,Matches,fc15fb84
346,Scott McTominay,sct SCO,"MF,FW",Manchester Utd,26,1996,32,18,1901,21.1,7,1,8,7,0,0,2,0,5.7,5.7,0.8,6.6,29,64,47,0.33,0.05,0.38,0.33,0.38,0.27,0.04,0.31,0.27,0.31,Matches,d93c2511
347,Ben Mee,eng ENG,DF,Brentford,33,1989,16,15,1272,14.1,2,0,2,2,0,0,1,1,1.5,1.5,0.3,1.8,11,49,9,0.14,0.00,0.14,0.14,0.14,0.10,0.02,0.13,0.10,0.13,Matches,8df7a2fb
348,Hannibal Mejbri,tn TUN,"MF,FW",Manchester Utd,20,2003,5,1,133,1.5,1,0,1,1,0,0,1,0,0.0,0.0,0.4,0.4,2,6,10,0.68,0.00,0.68,0.68,0.68,0.02,0.25,0.27,0.02,0.27,Matches,ca22ccb0
349,Teden Mengi,eng ENG,DF,Luton Town,21,2002,30,28,2469,27.4,1,0,1,1,0,0,3,0,0.6,0.6,0.3,0.9,15,54,1,0.04,0.00,0.04,0.04,0.04,0.02,0.01,0.03,0.02,0.03,Matches,91748070
350,Chris Mepham,wls WAL,DF,Bournemouth,25,1997,10,6,617,6.9,0,1,1,0,0,0,2,0,0.1,0.1,0.4,0.5,4,25,1,0.00,0.15,0.15,0.00,0.15,0.01,0.06,0.07,0.01,0.07,Matches,fed96827
351,Lewis Miley,eng ENG,MF,Newcastle Utd,17,2006,17,14,1202,13.4,1,3,4,1,0,0,1,0,1.2,1.2,1.7,2.9,14,53,54,0.07,0.22,0.30,0.07,0.30,0.09,0.13,0.22,0.09,0.22,Matches,2c6835e5
352,James Milner,eng ENG,"DF,MF",Brighton,37,1986,15,11,773,8.6,0,2,2,0,0,0,3,0,0.3,0.3,1.8,2.0,11,69,73,0.00,0.23,0.23,0.00,0.23,0.03,0.21,0.24,0.03,0.24,Matches,2f90f6b8
353,Tyrone Mings,eng ENG,DF,Aston Villa,30,1993,1,1,30,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.02,0.07,0.09,0.02,0.09,Matches,8397a50c
354,Tyrick Mitchell,eng ENG,"DF,MF",Crystal Palace,23,1999,37,37,3204,35.6,2,3,5,2,0,0,6,0,1.6,1.6,2.8,4.4,32,94,159,0.06,0.08,0.14,0.06,0.14,0.04,0.08,0.12,0.04,0.12,Matches,5cbd1eb0
355,Kaoru Mitoma,jp JPN,FW,Brighton,26,1997,19,15,1486,16.5,3,4,7,3,0,0,4,0,3.5,3.5,2.7,6.2,121,64,239,0.18,0.24,0.42,0.18,0.42,0.21,0.16,0.37,0.21,0.37,Matches,74618572
356,Aleksandar Mitrović,rs SRB,FW,Fulham,28,1994,1,0,33,0.4,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,1,0,0.00,0.00,0.00,0.00,0.00,0.44,0.00,0.44,0.44,0.44,Matches,3925dbd6
357,Jakub Moder,pl POL,"MF,DF",Brighton,24,1999,17,6,618,6.9,0,0,0,0,0,0,2,0,0.6,0.6,0.8,1.3,10,23,26,0.00,0.00,0.00,0.00,0.00,0.08,0.11,0.20,0.08,0.20,Matches,f230bc30
358,Gonzalo Montiel,ar ARG,DF,Nott'ham Forest,26,1997,14,8,801,8.9,0,2,2,0,0,0,5,0,0.1,0.1,1.4,1.5,10,28,32,0.00,0.22,0.22,0.00,0.22,0.01,0.15,0.17,0.01,0.17,Matches,374d5158
359,Kieffer Moore,wls WAL,"FW,MF",Bournemouth,30,1992,8,0,108,1.2,1,0,1,1,0,0,0,0,1.5,1.5,0.2,1.7,2,4,15,0.83,0.00,0.83,0.83,0.83,1.23,0.20,1.44,1.23,1.44,Matches,01ce9e70
360,Mikey Moore,eng ENG,MF,Tottenham,15,2007,2,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,1,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,00953a9d
361,Álex Moreno,es ESP,DF,Aston Villa,30,1993,21,11,1031,11.5,2,0,2,2,0,0,2,0,1.1,1.1,1.1,2.3,32,24,83,0.17,0.00,0.17,0.17,0.17,0.10,0.10,0.20,0.10,0.20,Matches,16e9d0ea
362,Carlton Morris,eng ENG,"FW,MF",Luton Town,27,1995,38,32,2862,31.8,11,4,15,6,5,5,4,0,11.4,7.5,2.8,10.2,37,56,120,0.35,0.13,0.47,0.19,0.31,0.36,0.09,0.45,0.23,0.32,Matches,2da834f1
363,Mason Mount,eng ENG,"MF,FW",Manchester Utd,24,1999,14,5,516,5.7,1,0,1,1,0,0,2,0,0.4,0.4,0.3,0.7,9,21,34,0.17,0.00,0.17,0.17,0.17,0.07,0.06,0.13,0.07,0.13,Matches,9674002f
364,Divin Mubama,eng ENG,FW,West Ham,18,2004,5,0,80,0.9,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,5,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.17,0.17,0.17,Matches,92868cb5
365,Mykhailo Mudryk,ua UKR,FW,Chelsea,22,2001,31,18,1576,17.5,5,2,7,5,0,0,5,0,4.4,4.4,4.1,8.5,92,45,139,0.29,0.11,0.40,0.29,0.40,0.25,0.23,0.48,0.25,0.48,Matches,049a888d
366,Rodrigo Muniz,br BRA,FW,Fulham,22,2001,26,18,1593,17.7,9,1,10,9,0,0,1,0,8.7,8.7,2.0,10.7,8,19,76,0.51,0.06,0.56,0.51,0.56,0.49,0.12,0.61,0.49,0.61,Matches,a755db8c
367,Daniel Muñoz,co COL,"DF,MF",Crystal Palace,27,1996,16,16,1439,16.0,0,4,4,0,0,0,4,0,1.2,1.2,2.4,3.7,25,38,80,0.00,0.25,0.25,0.00,0.25,0.08,0.15,0.23,0.08,0.23,Matches,778ef829
368,Finley Munroe,eng ENG,MF,Aston Villa,18,2005,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,36625c27
369,Arijanet Muric,xk KVX,GK,Burnley,24,1998,10,10,900,10.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,Matches,99aa1a84
370,Murillo,br BRA,DF,Nott'ham Forest,21,2002,32,32,2789,31.0,0,2,2,0,0,0,5,0,1.8,1.8,1.2,3.0,22,89,7,0.00,0.06,0.06,0.00,0.06,0.06,0.04,0.10,0.06,0.10,Matches,1704b0b8
371,Alex Murphy,ie IRL,"DF,FW",Newcastle Utd,19,2004,2,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,f1c42eb3
372,Jacob Murphy,eng ENG,"FW,DF",Newcastle Utd,28,1995,21,14,1189,13.2,3,7,10,3,0,0,1,0,2.1,2.1,5.0,7.1,33,52,113,0.23,0.53,0.76,0.23,0.76,0.16,0.37,0.54,0.16,0.54,Matches,de112b84
373,Vitaliy Mykolenko,ua UKR,DF,Everton,24,1999,28,28,2469,27.4,2,0,2,2,0,0,1,0,1.5,1.5,0.9,2.4,14,55,68,0.07,0.00,0.07,0.07,0.07,0.06,0.03,0.09,0.06,0.09,Matches,30d4a2e5
374,Marvelous Nakamba,zw ZIM,MF,Luton Town,29,1994,13,13,1130,12.6,0,0,0,0,0,0,5,0,0.2,0.2,0.4,0.6,1,36,5,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.05,0.01,0.05,Matches,de5b5570
375,Michael Ndiweni,eng ENG,FW,Newcastle Utd,19,2003,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,8aff2b51
376,Reiss Nelson,eng ENG,FW,Arsenal,23,1999,15,1,268,3.0,0,0,0,0,0,0,1,0,0.2,0.2,0.6,0.8,9,5,26,0.00,0.00,0.00,0.00,0.00,0.07,0.20,0.27,0.07,0.27,Matches,c5bdb6e3
377,Zack Nelson,eng ENG,"MF,DF",Luton Town,18,2004,2,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,de0abf23
378,Neto,br BRA,GK,Bournemouth,34,1989,32,32,2880,32.0,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,a9dc785c
379,Pedro Neto,pt POR,"FW,MF",Wolves,23,2000,20,18,1516,16.8,2,9,11,2,0,0,4,0,3.5,3.5,4.4,7.9,98,54,149,0.12,0.53,0.65,0.12,0.65,0.21,0.26,0.47,0.21,0.47,Matches,7ba2eaa9
380,Moussa Niakhate,sn SEN,DF,Nott'ham Forest,27,1996,21,15,1460,16.2,1,0,1,1,0,0,5,1,1.1,1.1,0.1,1.2,13,39,6,0.06,0.00,0.06,0.06,0.06,0.07,0.01,0.08,0.07,0.08,Matches,00242715
381,Eddie Nketiah,eng ENG,FW,Arsenal,24,1999,27,10,1082,12.0,5,2,7,5,0,0,3,0,4.5,4.5,0.8,5.4,22,20,77,0.42,0.17,0.58,0.42,0.58,0.38,0.07,0.45,0.38,0.45,Matches,a53649b7
382,Christopher Nkunku,fr FRA,"FW,MF",Chelsea,25,1997,11,2,443,4.9,3,0,3,3,0,0,0,0,2.3,2.3,0.2,2.5,10,19,35,0.61,0.00,0.61,0.61,0.61,0.47,0.05,0.52,0.47,0.52,Matches,7c56da38
383,Rhys Norrington-Davies,wls WAL,DF,Sheffield Utd,24,1999,5,2,110,1.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,3,2,6,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches,ca76b087
384,Oliver Norwood,nir NIR,MF,Sheffield Utd,32,1991,27,16,1440,16.0,1,0,1,0,1,1,8,0,1.1,0.3,0.6,0.9,3,73,10,0.06,0.00,0.06,0.00,0.00,0.07,0.04,0.11,0.02,0.06,Matches,43439614
385,Matheus Nunes,pt POR,MF,Wolves,24,1998,2,2,179,2.0,0,0,0,0,0,0,2,1,0.1,0.1,0.1,0.2,7,8,9,0.00,0.00,0.00,0.00,0.00,0.04,0.05,0.09,0.04,0.09,Matches,e6af02e0
386,Matheus Nunes,pt POR,MF,Manchester City,24,1998,17,7,661,7.3,0,2,2,0,0,0,0,0,0.8,0.8,1.1,2.0,28,34,58,0.00,0.27,0.27,0.00,0.27,0.11,0.15,0.27,0.11,0.27,Matches,e6af02e0
387,Darwin Núñez,uy URU,FW,Liverpool,24,1999,36,22,2047,22.7,11,8,19,11,0,1,9,0,16.3,15.5,6.0,21.5,58,54,206,0.48,0.35,0.84,0.48,0.84,0.72,0.27,0.98,0.68,0.95,Matches,4d77b365
388,Ethan Nwaneri,eng ENG,FW,Arsenal,16,2007,1,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.15,0.00,0.15,Matches,7f94982c
389,Christian Nørgaard,dk DEN,MF,Brentford,29,1994,31,30,2505,27.8,2,1,3,2,0,0,8,0,3.5,3.5,1.9,5.4,15,161,42,0.07,0.04,0.11,0.07,0.11,0.12,0.07,0.19,0.12,0.19,Matches,df0a4c90
390,Mark O'Mahony,ie IRL,FW,Brighton,18,2005,3,1,63,0.7,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.08,0.08,0.08,Matches,a3afdd69
391,Dara O'Shea,ie IRL,DF,Burnley,24,1999,33,32,2892,32.1,3,4,7,3,0,0,5,1,0.7,0.7,2.0,2.7,32,122,10,0.09,0.12,0.22,0.09,0.22,0.02,0.06,0.08,0.02,0.08,Matches,1d042188
392,Michael Obafemi,ie IRL,"FW,MF",Burnley,23,2000,2,0,20,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,3,0.00,0.00,0.00,0.00,0.00,0.40,0.00,0.40,0.40,0.40,Matches,caa1a7f0
393,Wilson Odobert,fr FRA,"MF,FW",Burnley,18,2004,29,25,2098,23.3,3,2,5,3,0,0,3,0,2.8,2.8,3.3,6.1,102,58,123,0.13,0.09,0.21,0.13,0.21,0.12,0.14,0.26,0.12,0.26,Matches,35516eac
394,Odeluga Offiah,eng ENG,DF,Brighton,20,2002,4,1,128,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,9,4,9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,65c3efa2
395,Chiedozie Ogbene,ie IRL,"MF,DF",Luton Town,26,1997,30,20,1995,22.2,4,1,5,4,0,0,1,0,4.2,4.2,3.1,7.4,127,53,150,0.18,0.05,0.23,0.18,0.23,0.19,0.14,0.33,0.19,0.33,Matches,788c0277
396,Angelo Ogbonna,it ITA,DF,West Ham,35,1988,11,7,635,7.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,4,0,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches,74b2cd7e
397,Michael Olakigbe,eng ENG,"DF,FW",Brentford,19,2004,8,0,59,0.7,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,10,4,17,0.00,0.00,0.00,0.00,0.00,0.18,0.00,0.18,0.18,0.18,Matches,cdd70dc0
398,Michael Olise,fr FRA,"FW,MF",Crystal Palace,21,2001,19,14,1275,14.2,10,6,16,9,1,1,0,0,5.5,4.7,5.8,10.5,68,78,134,0.71,0.42,1.13,0.64,1.06,0.39,0.41,0.80,0.33,0.74,Matches,c4486bac
399,Robin Olsen,se SWE,GK,Aston Villa,33,1990,5,4,405,4.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,e7ee38c3
400,Andrew Omobamidele,ie IRL,DF,Nott'ham Forest,21,2002,11,8,783,8.7,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.2,1,8,0,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03,Matches,c393a6c4
401,Amadou Onana,be BEL,MF,Everton,21,2001,30,23,2091,23.2,2,0,2,2,0,0,5,0,2.0,2.0,2.7,4.7,21,107,39,0.09,0.00,0.09,0.09,0.09,0.09,0.11,0.20,0.09,0.20,Matches,828657ff
402,André Onana,cm CMR,GK,Manchester Utd,27,1996,38,38,3420,38.0,0,0,0,0,0,0,5,0,0.0,0.0,0.1,0.1,1,5,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,e9c0c1b2
403,Ryan One,sct SCO,FW,Sheffield Utd,17,2006,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,d4aa4582
404,Tyler Onyango,eng ENG,MF,Everton,20,2003,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,d86a1f3e
405,Fred Onyedinma,eng ENG,"DF,MF",Luton Town,26,1996,8,4,407,4.5,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,9,6,21,0.00,0.00,0.00,0.00,0.00,0.04,0.02,0.06,0.04,0.06,Matches,387d06b2
406,Frank Onyeka,ng NGA,MF,Brentford,25,1998,26,11,1161,12.9,1,2,3,1,0,0,8,0,2.2,2.2,1.8,4.0,17,33,39,0.08,0.16,0.23,0.08,0.23,0.17,0.14,0.31,0.17,0.31,Matches,2944f86f
407,Divock Origi,be BEL,FW,Nott'ham Forest,28,1995,20,6,606,6.7,0,1,1,0,0,0,1,0,1.4,1.4,2.1,3.5,19,14,41,0.00,0.15,0.15,0.00,0.15,0.21,0.31,0.51,0.21,0.51,Matches,43a166b4
408,Stefan Ortega,de GER,GK,Manchester City,30,1992,9,5,635,7.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,c1242d4e
409,Ben Osborn,eng ENG,"DF,MF",Sheffield Utd,28,1994,24,14,1367,15.2,0,2,2,0,0,0,3,0,0.2,0.2,0.9,1.1,16,55,44,0.00,0.13,0.13,0.00,0.13,0.01,0.06,0.07,0.01,0.07,Matches,79bc4c45
410,Gabriel Osho,ng NGA,DF,Luton Town,24,1998,21,21,1846,20.5,2,0,2,2,0,0,3,0,1.1,1.1,0.1,1.2,10,37,4,0.10,0.00,0.10,0.10,0.10,0.05,0.01,0.06,0.05,0.06,Matches,cd889153
411,William Osula,dk DEN,FW,Sheffield Utd,19,2003,21,9,786,8.7,0,0,0,0,0,0,4,0,1.6,1.6,0.1,1.7,7,2,41,0.00,0.00,0.00,0.00,0.00,0.19,0.01,0.20,0.19,0.20,Matches,7b355808
412,Dango Ouattara,bf BFA,"FW,DF",Bournemouth,21,2002,30,12,1229,13.7,1,2,3,1,0,0,3,0,2.6,2.6,1.5,4.1,47,35,90,0.07,0.15,0.22,0.07,0.22,0.19,0.11,0.30,0.19,0.30,Matches,2f9e4435
413,David Ozoh,eng ENG,"MF,DF",Crystal Palace,18,2005,9,0,156,1.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,4,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,d00d45ab
