Fbref,Player,Age,Seasons_count,MP,Starts,Min,90s,npxG,xAG,finishing
7bca531a,Ryan Stirk,21,1,1,0,24,0.3,0.0,0.0,1.0
7be10897,Benjamin Nelson,19,1,5,2,209,2.3,0.05,0.0,1.01
7be7c08b,Mehdi Puch-Herrantz,18,1,4,0,47,0.5,0.0,0.16,1.0
7bf9400b,Sepp van den Berg,21,3,87,82,7506,83.3,0.04,0.01,1.02
7c0ade01,Mike Eerdhuijzen,23,2,44,27,2502,27.799999999999997,0.02,0.02,1.0
7c104bb7,Ademola Lookman,25,3,88,58,5076,56.3,0.3,0.2,1.09
7c24eaf8,David Mamutovic,22,1,2,0,11,0.1,0.0,0.0,1.0
7c254c75,Samuele Di Benedetto,18,1,1,0,7,0.1,0.0,0.22,1.0
7c2965bb,Rony Lopes,27,2,55,31,2717,30.200000000000003,0.19,0.15,1.04
7c363088,Aimar Oroz,21,2,64,49,4352,48.4,0.09,0.06,0.96
7c388b20,Óscar Plano,31,1,33,22,2038,22.6,0.09,0.05,0.97
7c3ed041,Leonardo Balerdi,24,3,79,66,5860,65.1,0.02,0.01,0.99
7c4243d4,Roque Mesa,33,1,29,20,1617,18.0,0.06,0.04,1.01
7c473e12,Dedryck Boyata,30,1,23,22,1898,21.1,0.03,0.01,0.99
7c4b4e36,Rareș-Cătălin Burnete,19,1,1,0,8,0.1,0.0,0.53,1.0
7c56da38,Christopher Nkunku,25,3,70,53,5063,56.300000000000004,0.41,0.16,1.07
7c5fa6cf,Jordan Clark,29,3,86,67,6091,67.6,0.07,0.07,0.95
7c762839,Matteo Perez Vinlöf,17,1,1,0,16,0.2,0.0,0.0,1.0
7c9fa389,Michal Sadílek,24,3,75,72,6286,69.9,0.03,0.07,1.0
7ca196eb,Nick Woltemade,21,1,30,12,1189,13.2,0.14,0.1,0.99
7cab69b5,Jemerson,28,1,15,15,1202,13.4,0.04,0.02,0.99
7cc00776,Sambou Soumano,20,1,21,4,447,5.0,0.46,0.02,1.0
7cce7822,Andrija Luković,26,1,18,10,891,9.9,0.07,0.14,0.99
7cd520e8,Destiny Udogie,20,3,96,88,7572,84.1,0.09,0.09,1.0
7cd6badb,Lars Stindl,33,2,55,40,3363,37.400000000000006,0.19,0.21,1.04
7cd95992,Ryan Hardie,26,1,40,33,2833,31.5,0.18,0.05,1.01
7cdda3bf,Gaëtan Laborde,29,3,109,89,7731,85.9,0.28,0.11,0.98
7cf431a5,James Lea Siliki,26,2,33,10,1137,12.600000000000001,0.09,0.08,1.03
7d08063d,Tino Kadewere,27,3,55,18,2125,23.599999999999998,0.15,0.12,0.95
7d24aa01,Robbie Cundy,24,1,14,10,896,10.0,0.02,0.01,0.99
7d2d3329,Hamza Choudhury,25,3,76,55,4790,53.300000000000004,0.01,0.01,0.98
7d31f1cb,Kenneth Schmidt,21,2,10,3,319,3.5999999999999996,0.0,0.02,1.0
7d39f126,Francisco Kiki,25,2,2,0,11,0.2,0.0,0.0,1.0
7d3cbc67,Mehdi Léris,25,2,62,47,4046,44.900000000000006,0.07,0.05,0.97
7d3dfdfd,Ousmane Camara,19,1,9,6,521,5.8,0.02,0.0,1.0
7d3e7da6,Sven Ulreich,34,3,20,20,1800,20.0,0.0,0.0,1.0
7d42865e,Sam Curtis,17,1,1,0,28,0.3,0.0,0.0,1.0
7d450ed3,David Raum,25,3,91,81,7181,79.7,0.02,0.2,1.03
7d50454d,Luca Ceppitelli,31,1,24,16,1445,16.1,0.01,0.01,1.01
7d5fa902,Patrick Vroegh,23,3,40,9,1236,13.799999999999999,0.05,0.04,0.98
7d6d4395,Kevin Zeroli,18,1,3,0,28,0.3,0.0,0.0,1.0
7d704e92,Jackson Porozo,21,2,46,41,3763,41.8,0.1,0.01,0.96
7d7660da,Patrik Wålemark,21,3,51,21,2209,24.6,0.14,0.08,0.98
7d827b4f,Pablo Pagis,20,1,3,3,165,1.8,0.05,0.0,1.0
7d937aa1,Antonin Bobichon,26,2,7,0,56,0.6000000000000001,0.11,0.38,1.0
7d9397f8,Khéphren Thuram,22,3,98,75,6556,72.8,0.1,0.12,0.96
7d9b37bf,Corentin Jean,26,1,17,1,255,2.8,0.26,0.08,1.0
7d9e24ae,Mauro Meireles Couto,16,1,5,1,129,1.4,0.14,0.09,1.0
7d9f3d69,Mathys Saban,19,1,3,0,73,0.8,0.0,0.0,1.0
7dc1de91,Kellen Fisher,19,1,9,3,258,2.9,0.01,0.04,1.0
7dcf86f6,Iago Aspas,35,3,109,98,8662,96.3,0.2,0.19,1.06
7dfb980a,Pedro Sá,29,3,51,29,2470,27.4,0.02,0.03,1.01
7dfbba27,Mathias Autret,31,1,23,16,1290,14.3,0.09,0.11,0.99
7e003182,Finley Stevens,19,2,6,0,83,1.0,0.0,0.09,1.0
7e0b6c50,Davide Bartesaghi,17,1,6,0,79,0.9,0.0,0.0,1.0
7e12a98d,Maxim Leitsch,25,3,35,28,2580,28.700000000000003,0.02,0.01,0.99
7e138639,Orestis Kiomourtzoglou,23,1,24,20,1879,20.9,0.06,0.01,0.99
7e2f45f4,Tom Lawrence,27,1,38,37,3223,35.8,0.12,0.06,0.97
7e35c530,Stanislav Shopov,19,1,1,0,3,0.0,,,1.0
7e3e825e,Brandon Baiye,21,1,7,0,51,0.6,0.0,0.16,1.0
7e47a132,Zach Booth,19,1,27,16,1558,17.3,0.11,0.04,0.97
7e5bebeb,Enso Gonzalez,18,1,1,0,1,0.0,,,1.0
7e629adc,Vincent Vermeij,26,1,1,0,3,0.0,,,1.0
7e82a78f,Florent Mollet,31,3,92,71,6212,69.0,0.14,0.1,1.0
7e98cff1,Miguel Gutiérrez,22,3,72,65,5682,63.2,0.05,0.14,1.01
7eb67dad,Cyrus Christie,30,3,78,59,5376,59.800000000000004,0.03,0.05,1.03
7eb97a8e,Nicola Sansone,31,3,70,18,2403,26.7,0.25,0.11,0.98
7ebd0896,Max Finkgräfe,19,1,24,18,1756,19.5,0.04,0.06,1.0
7ebfac0f,Nicolás Gaitán,34,2,33,28,2092,23.2,0.17,0.18,1.02
7ec723b7,Eduardo Quaresma,21,3,49,27,2590,28.8,0.06,0.03,1.01
7ec7738e,Gastón Pereiro,26,1,29,9,975,10.8,0.09,0.13,1.05
7ed08d5c,Josip Stanišić,23,3,47,23,2484,27.6,0.03,0.07,1.05
7ed4921e,William Troost-Ekong,28,2,41,31,2930,32.5,0.05,0.0,1.0
7ed4b1dc,Noah Naujoks,21,2,35,14,1464,16.3,0.05,0.03,0.97
7edfbb8a,Fikayo Tomori,25,3,90,86,7599,84.5,0.07,0.01,0.98
7ef03bf1,Kieron Evans,19,1,5,2,146,1.6,0.0,0.02,1.0
7ef24097,George Thomas,25,2,23,7,686,7.6,0.16,0.09,0.95
7ef972c3,Flavius Daniliuc,22,3,67,46,4323,48.099999999999994,0.02,0.02,0.98
7f07729c,Seán Maguire,28,2,43,20,1761,19.6,0.13,0.06,0.93
7f14ec2a,Arsen Zakharyan,20,1,29,15,1228,13.6,0.14,0.11,0.98
7f203b54,Chema,29,1,1,1,45,0.5,0.04,0.03,1.0
7f267d66,Alessandro Deiola,27,2,60,47,3737,41.599999999999994,0.1,0.04,1.0
7f271d74,Simo,17,1,7,0,148,1.6,0.0,0.0,1.0
7f3b388c,Fabinho,28,2,65,57,4985,55.4,0.04,0.06,1.0
7f3f5aa6,Afonso Bastardo,18,1,5,0,67,0.8,0.06,0.04,1.0
7f41ee30,Rémy Riou,35,2,10,9,871,9.7,0.0,0.0,1.0
7f4c7c9f,Jorge Miramón,32,1,29,22,1977,22.0,0.01,0.05,1.01
7f609bfc,Stefan Posch,26,3,90,86,7158,79.5,0.05,0.05,1.06
7f622eef,Assane Dioussé,23,1,4,0,23,0.3,0.0,0.0,1.0
7f6296b9,César,30,1,5,5,450,5.0,0.0,0.0,1.0
7f73bdf4,Niklas Dorsch,25,3,62,48,4193,46.6,0.02,0.01,1.0
7f783431,Enzo Tchato,20,2,38,22,2221,24.7,0.02,0.04,1.01
7f78ad23,Ricardo Rodríguez,30,3,104,92,7915,88.0,0.01,0.04,1.0
7f94982c,Ethan Nwaneri,16,2,2,0,15,0.2,0.0,0.15,1.0
7f9c5d2d,Abner,23,2,36,22,2007,22.3,0.05,0.04,0.97
7f9d956a,Tommaso De Nipoti,19,2,2,0,10,0.1,0.0,0.0,1.0
7fa4e703,Gio Reyna,20,3,52,13,1579,17.5,0.26,0.17,1.03
7fac99d4,Răzvan Marin,27,3,99,79,7172,79.7,0.04,0.12,0.96
7faf5b19,Romaric Yapi,22,2,27,6,652,7.3,0.05,0.02,0.99
7fbc31de,Aloísio Souza Genézio,27,1,24,19,1491,16.6,0.04,0.04,0.99
7fcc71d8,Daniel Podence,26,2,58,35,3255,36.2,0.18,0.16,1.03
7fd1abc5,Bambo Diaby,25,3,58,39,3656,40.7,0.02,0.0,0.98
7fe12375,Andreas Luthe,36,2,28,28,2520,28.0,0.0,0.0,1.0
7fe90ccd,Davide Zappacosta,31,3,86,70,5683,63.1,0.07,0.07,1.02
7fec31a0,Dan Gosling,32,2,21,11,1050,11.600000000000001,0.02,0.02,1.01
7fecbcdb,Abdoulaye Bamba,32,2,31,16,1822,20.299999999999997,0.01,0.02,1.0
7ffaf233,Suk Hyun-jun,30,1,9,0,153,1.7,0.16,0.14,0.99
8006228f,Ayyoub Bouaddi,15,1,9,1,131,1.5,0.0,0.01,1.0
800a3404,Sam Hutchinson,32,1,11,11,786,8.7,0.0,0.02,1.0
801831fe,Daniel Maldini,21,3,44,11,1372,15.2,0.15,0.08,1.07
801f3d1d,Artur Jorge Marques Amorim,28,2,32,28,2489,27.7,0.04,0.0,1.0
80211dc5,Mamady Diarra,22,1,2,1,66,0.7,0.15,0.0,1.0
802fee45,Renato Pantalon,25,2,41,35,3136,34.8,0.01,0.0,1.02
803ae100,Harrison Reed,28,3,103,82,6886,76.4,0.04,0.09,0.98
803e7aca,Quinten Timber,22,3,86,79,6652,73.9,0.09,0.09,0.98
80490d7f,Jhon Lucumí,25,2,62,56,5117,56.800000000000004,0.02,0.01,0.97
80556f08,Toma Bašić,26,3,72,30,2866,31.8,0.09,0.04,0.95
8059806f,Luiz Henrique,22,2,47,27,2423,26.900000000000002,0.12,0.13,0.95
805a2a11,Mamadou Fall,19,1,1,0,30,0.3,0.0,0.0,1.0
806f7a26,Rafael Cabral,31,1,6,6,540,6.0,0.0,0.0,1.0
808d48f3,Jaume Costa,35,3,87,70,6109,67.9,0.02,0.06,0.96
8092d497,Luke O'Nien,28,2,84,77,7054,78.4,0.02,0.02,1.0
809940aa,Dominick Drexler,32,1,27,16,1366,15.2,0.12,0.11,1.03
80b72720,Renato Junior,19,1,12,3,341,3.8,0.37,0.1,0.98
80bc5e71,Costinha,23,2,67,67,5847,65.0,0.08,0.11,0.95
80c9e555,Joscha Wosz,19,1,1,0,9,0.1,0.0,0.0,1.0
80d9aac2,Toby Adeyemo,17,1,4,0,96,1.1,0.22,0.09,1.01
80dbbd10,Simeon Nwankwo,31,2,34,16,1528,17.0,0.26,0.05,0.97
80f252f6,Dženan Pejčinović,18,2,5,0,48,0.5,0.19,0.22,1.0
80f36c88,Sebastian Rudy,32,2,43,13,1567,17.4,0.07,0.06,1.01
8104e41e,Krépin Diatta,24,3,65,37,3563,39.6,0.09,0.1,1.0
81053aea,Adriano,22,1,31,27,2205,24.5,0.03,0.04,1.0
810912d5,Carl Rushworth,22,1,46,46,4140,46.0,0.0,0.0,1.0
810ac0e3,Ivan Pavlic,21,1,5,3,180,2.0,0.0,0.07,1.0
810e3c74,Jesse Lingard,29,2,33,14,1290,14.4,0.11,0.07,1.01
810edef9,Derek Mazou-Sacko,17,2,3,0,19,0.2,0.0,0.0,1.0
811ca2d3,Ibrahim Drešević,24,1,27,22,2055,22.8,0.01,0.02,0.99
81255c03,João Pedro,29,1,37,37,3323,36.9,0.19,0.06,1.01
812ce7e1,Percy Liza,22,1,11,3,421,4.7,0.2,0.01,1.0
81408674,Morlaye Sylla,25,2,65,55,4862,54.0,0.11,0.13,0.97
81442ecb,Marcos Acuña,31,3,82,65,5464,60.7,0.03,0.11,1.04
815c314f,Marc-Oliver Kempf,27,2,55,53,4600,51.1,0.04,0.03,1.01
816192f0,Justin Hoogma,25,2,45,41,3619,40.2,0.02,0.02,1.01
817c6964,Rade Krunić,29,3,61,41,3760,41.699999999999996,0.03,0.06,0.97
817f3a14,Victor Edvardsen,27,1,32,21,1826,20.3,0.2,0.04,0.94
8185305c,Odysseus Velanas,25,1,31,24,2143,23.8,0.1,0.08,1.0
8197a269,Mykola Kukharevych,22,2,12,0,156,1.8,0.12,0.02,1.01
8199addf,Isaak Davies,20,2,38,12,1481,16.400000000000002,0.11,0.04,0.99
819aa8e7,Ayoze Pérez,30,3,72,55,4507,50.0,0.23,0.13,0.99
819b3158,İlkay Gündoğan,32,3,94,80,7204,80.0,0.2,0.2,0.98
81a487b9,Matt Grimes,28,3,136,136,12238,136.0,0.01,0.05,0.98
81a4c239,Valentin Mihaila,21,1,5,0,76,0.8,0.03,0.0,1.0
81ac108d,Baptiste Mouazan,19,1,3,1,96,1.1,0.04,0.0,1.0
81aeb1dd,Paul-Georges Ntep,29,1,16,4,503,5.6,0.38,0.12,0.98
81d5c497,Fernando Niño,21,2,26,9,906,10.0,0.29,0.03,0.97
81d63375,Fraizer Campbell,33,1,19,4,614,6.8,0.1,0.03,0.98
81e4f7ff,Milan Robberechts,19,1,10,2,217,2.4,0.09,0.02,1.01
81f0781e,Gerard Moreno,31,3,68,56,4636,51.5,0.28,0.17,1.02
821550ce,Samuel Essende,25,1,31,31,2664,29.6,0.44,0.04,1.03
822b83e8,Ole Pohlmann,22,1,2,0,54,0.6,0.07,0.08,1.0
822d51d7,Youssouf Fofana,24,3,101,89,7973,88.6,0.09,0.09,0.95
822ed0ec,Valentin Gendrey,23,2,74,70,6145,68.3,0.03,0.05,1.0
82306565,Luuk Brouwers,25,3,83,76,6519,72.4,0.05,0.06,1.1
82328faf,Daniel Fuzato,26,1,1,0,7,0.1,0.0,0.0,1.0
82349a71,Luey Giles,16,1,2,0,28,0.3,0.0,0.02,1.0
8236f673,Malick Fofana,18,1,17,4,559,6.2,0.22,0.07,1.02
82464ce3,Salis Abdul Samed,23,3,91,79,6875,76.5,0.03,0.03,0.99
8249ff06,Carlo,20,1,1,0,7,0.1,0.0,0.0,1.0
82518f62,Bruno Guimarães,25,3,106,99,8657,96.3,0.12,0.16,1.06
82598b71,Nadir Zortea,24,3,67,35,3696,41.2,0.02,0.11,1.05
825ed0d1,Simon Elisor,24,1,14,9,767,8.5,0.14,0.08,0.99
8267f8d4,Ethan Laird,22,3,83,76,6507,72.4,0.03,0.04,0.95
826e8b63,Philipp Max,29,3,72,58,4859,54.0,0.03,0.12,0.98
828657ff,Amadou Onana,21,3,95,63,5938,65.9,0.1,0.1,0.94
82927de4,Pablo Fornals,27,3,98,67,5872,65.3,0.12,0.12,1.05
8299e363,Halid Šabanović,22,1,15,8,638,7.1,0.1,0.01,1.02
829aa60c,Mathys Tel,18,3,59,7,1523,16.9,0.28,0.14,1.09
82a39b66,João Mário Lopes,23,3,73,64,5318,59.0,0.04,0.15,1.02
82ad8b2d,Mark Pabai,20,1,9,7,683,7.6,0.03,0.04,0.99
82b1198a,David Ospina,32,1,31,31,2790,31.0,0.0,0.0,1.0
82bfc14d,Leart Paqarada,28,1,17,11,1075,11.9,0.02,0.1,0.99
82c215a0,Marcus Forss,24,3,77,42,3781,41.9,0.13,0.06,1.08
82cca681,Val Soares,25,1,18,15,1216,13.5,0.04,0.08,1.01
82cfae2a,Dennis Hadzikadunic,24,1,8,7,614,6.8,0.04,0.0,0.99
82e12fe7,Junior Adamu,22,1,15,0,105,1.2,0.04,0.08,1.0
82e34b69,Troy Deeney,34,2,56,39,3415,38.0,0.1,0.05,0.99
82e9b1bb,Jordan Teze,23,3,86,75,6537,72.7,0.03,0.09,0.99
82ec26c1,Lamine Yamal,16,2,38,22,2209,24.6,0.17,0.19,0.99
82efe6fa,Roger Ibanez,23,2,67,64,5685,63.2,0.06,0.02,1.02
82f8d2f4,Zanos Savva,17,1,2,0,28,0.3,0.38,0.0,1.01
82fff1d0,Safouane Karim,19,1,10,0,238,2.6,0.04,0.02,1.0
830371be,Pierre Ekwah Elimby,21,2,54,42,3462,38.5,0.04,0.03,1.04
8307b663,Ömer Faruk Beyaz,17,1,4,0,71,0.8,0.14,0.0,1.0
8321285a,Bastien Toma,23,1,12,4,430,4.8,0.1,0.09,0.99
83299cc0,Azzedine Ounahi,23,3,75,45,4092,45.300000000000004,0.08,0.08,0.99
83300259,Owen Wijndal,23,3,53,46,4064,45.1,0.03,0.07,0.97
8332db56,Thomas Delaine,31,3,73,63,5429,60.3,0.04,0.1,0.98
833fb62e,Sandro Ramírez,28,2,56,40,3270,36.3,0.12,0.07,0.97
83454d60,Peer Koopmeiners,23,3,59,48,4389,48.8,0.01,0.07,0.98
834b5c4c,Matz Sels,31,3,110,110,9900,110.0,0.0,0.01,1.0
834d0be5,Lucas Alario,29,2,47,7,986,11.0,0.41,0.06,1.01
8356931a,Lucas Copado,17,1,1,0,16,0.2,0.19,0.0,1.0
835e8327,Bebeto,31,1,22,16,1384,15.4,0.01,0.03,1.0
836dc4a8,Kyliane Dong,17,1,6,2,213,2.4,0.04,0.06,1.0
8388ba65,Yassin Tallal,18,1,1,0,3,0.0,,,1.0
838bfd05,Patrick Brouwer,21,1,2,0,3,0.0,,,1.0
8397a50c,Tyrone Mings,30,3,72,71,6369,70.7,0.04,0.04,0.99
839c14e1,Cédric Soares,31,3,32,18,1775,19.7,0.03,0.09,1.01
83b9c48f,Jacek Góralski,29,1,4,2,146,1.6,0.0,0.03,1.0
83bc30cc,Alejandro Marqués,22,2,46,20,2016,22.4,0.39,0.04,1.04
83c06f3a,Lorenzo Lucca,22,2,51,30,2742,30.5,0.22,0.05,1.0
83c7688b,Jeffrey Puriel,20,1,1,0,30,0.3,0.05,0.18,1.0
83cf9719,Djordje Mihailovic,24,2,23,8,815,9.1,0.1,0.11,0.98
83d074ff,Alexis Mac Allister,24,3,101,84,7608,84.6,0.16,0.12,0.95
83db684b,Luuk Admiraal,20,1,1,0,1,0.0,,,1.0
83e0eeb4,Michael Esser,33,1,3,3,270,3.0,0.0,0.0,1.0
83e1f40e,Luca Pfeiffer,26,2,43,26,2320,25.8,0.18,0.08,0.92
83ee4327,Ziyad Larkeche,20,1,20,3,377,4.2,0.01,0.01,1.0
83f03b07,Noah Fadiga,22,2,54,46,4014,44.6,0.03,0.01,0.99
83f860ef,Marcos Paulo,33,1,25,18,1694,18.8,0.09,0.05,1.01
83fe71b8,Tomáš Suslov,21,3,91,77,6563,72.9,0.06,0.09,0.95
8430028c,Emmanuel Hackman,27,2,24,9,799,8.9,0.08,0.05,0.99
84399660,Juanmi,30,3,71,44,3929,43.7,0.27,0.1,1.08
8441729d,Taichi Fukui,19,1,11,7,596,6.6,0.07,0.11,1.01
8448541d,Jeremy Udenhout,20,1,2,0,7,0.1,0.0,0.0,1.0
8449d35e,Vitaly Janelt,25,3,104,88,7560,83.9,0.07,0.11,1.02
8450467d,Ali Al Hamadi,21,1,14,1,293,3.3,0.7,0.08,0.97
8455a7fa,Thom van Bergen,18,1,12,2,367,4.1,0.07,0.02,0.99
8455ad90,Lee Kang-in,22,3,89,66,5698,63.4,0.1,0.12,1.03
84594618,Filippo Romagna,25,1,2,0,46,0.5,0.0,0.0,1.0
847b53eb,Ryan Manning,27,3,118,104,9437,104.9,0.03,0.09,1.01
847e4cd8,Aderlan Santos,34,2,64,64,5668,62.900000000000006,0.04,0.02,1.02
8494acc4,Stefan Ilsanker,32,1,12,3,266,3.0,0.06,0.0,1.0
8499c713,Marlos Moreno,25,1,2,0,13,0.1,0.0,0.0,1.0
849c826a,Andriy Yarmolenko,31,1,19,1,316,3.5,0.22,0.08,1.0
84a85b48,Alberto Del Moral,22,1,1,0,5,0.1,0.0,0.0,1.0
84afeaff,George Honeyman,28,3,104,86,7211,80.10000000000001,0.04,0.08,0.99
84c5ceea,Tim Iroegbunam,20,3,44,30,2529,28.1,0.04,0.01,0.99
84d7ae33,Ebou Adams,27,1,11,3,310,3.4,0.01,0.0,1.0
84d94b91,Thomas Monconduit,30,1,34,26,2248,25.0,0.04,0.1,1.03
84dd2a1f,Dan Butler,26,1,22,19,1664,18.5,0.0,0.02,1.0
84f55b4a,Germán Valera,19,1,3,0,51,0.6,0.05,0.0,1.0
84fb6aff,Xavi Quintillà,25,1,13,8,722,8.0,0.01,0.07,1.0
8525ec2a,Seb Revan,20,1,36,28,2733,30.4,0.02,0.03,1.0
852ddfb8,Gastón Álvarez,23,2,56,45,4038,44.9,0.02,0.01,1.05
85322440,Cafú,30,3,47,22,2162,24.1,0.04,0.04,0.99
853b7c48,Agustín Marchesín,34,2,20,19,1714,19.0,0.0,0.0,1.0
853ca71c,Anastasios Douvikas,23,3,100,61,5597,62.3,0.27,0.08,1.01
854ee61a,Grégoire Defrel,32,3,85,31,3286,36.5,0.16,0.07,0.94
85613cf0,Arkadiusz Milik,29,3,84,41,4050,44.9,0.3,0.13,0.98
85733f33,Murilo Costa,28,3,73,63,5010,55.7,0.16,0.13,0.97
8574c61f,Leif Davis,23,2,55,50,4355,48.4,0.02,0.13,1.0
8575037f,Fabian Schnellhardt,29,1,10,2,235,2.6,0.06,0.02,1.0
8577e60a,Mahdi Camara,25,3,98,80,6913,76.7,0.1,0.06,1.03
85797372,Helder Sá,20,3,23,14,1343,15.0,0.02,0.16,1.0
857a5abe,Stefan Bell,31,3,73,67,5925,65.8,0.02,0.02,0.99
857cb4f3,Peru Nolaskoain,24,2,3,0,11,0.1,0.0,0.0,1.0
858409be,Allan Campbell,25,3,87,78,6560,72.80000000000001,0.05,0.02,0.98
8593f88c,Christian Günter,30,3,82,78,6868,76.3,0.03,0.14,1.03
85a44ecc,Lassana Coulibaly,27,3,94,88,7306,81.1,0.02,0.03,1.01
85b6462d,Aaron Seydel,27,1,16,5,619,6.9,0.11,0.08,1.0
85bed4ee,Rodri,23,3,80,38,3533,39.3,0.07,0.09,0.98
85c76f0a,Hernani Infande,22,2,18,6,518,5.7,0.28,0.12,1.01
85da8165,Monsuru Opeyemi,18,1,1,1,45,0.5,0.24,0.0,1.0
85dace26,Álex Collado,23,2,33,21,1749,19.4,0.06,0.12,1.03
85f476cc,Oussama El Azzouzi,22,1,18,5,547,6.1,0.06,0.07,1.03
85f7d1be,Pierre Kalulu,23,3,71,51,4866,54.1,0.03,0.03,1.0
85f7ed25,Daniel Boloca,24,1,30,23,2022,22.5,0.02,0.02,1.01
86087757,Federico Gattoni,24,1,2,0,10,0.1,0.0,0.0,1.0
8608f269,Matis Carvalho,23,1,2,1,136,1.5,0.0,0.0,1.0
86168d75,Joãozinho,33,2,63,62,5464,60.7,0.01,0.05,1.03
861e0116,Kostas Stafylidis,28,2,43,26,2431,27.0,0.03,0.04,0.98
861e9b3b,Daniel Gore,18,1,1,0,1,0.0,,,1.0
862a1c15,Miguel Almirón,29,3,97,71,6144,68.3,0.23,0.11,1.01
862a72ea,Jizz Hornkamp,25,2,30,28,2357,26.200000000000003,0.18,0.04,1.03
86314793,Marius Funk,25,1,8,8,720,8.0,0.0,0.02,1.0
8633b350,Marlon Pack,30,1,24,23,2068,23.0,0.02,0.04,1.0
86383d0e,Martin Satriano,22,3,83,52,4539,50.4,0.2,0.08,0.95
863d9dd0,Turan Tuzlacik,20,1,2,0,12,0.1,0.0,0.0,1.0
863ff1ee,Simon Terodde,34,1,32,21,1823,20.3,0.2,0.09,0.99
864a3eba,Keshi Anderson,28,3,61,46,4068,45.1,0.06,0.09,0.97
8650af85,Gian Marco Ferrari,31,3,100,84,7619,84.6,0.04,0.01,0.97
8652a85c,Loïs Openda,23,3,105,92,7863,87.4,0.45,0.12,1.04
86574238,Manu Koné,22,3,79,74,6352,70.6,0.04,0.04,1.0
8665db67,Jannes Wieckhoff,22,1,18,15,1360,15.1,0.03,0.03,0.98
86695068,Dennis Praet,29,3,62,29,2806,31.200000000000003,0.1,0.14,0.98
866ba412,Pablo,19,3,28,12,1084,12.100000000000001,0.18,0.05,1.0
867239d3,Paul Pogba,30,3,28,17,1514,16.8,0.17,0.2,0.97
867b60b4,Patrick,28,1,6,0,57,0.6,0.08,0.07,1.0
868eaba0,Johan Gastien,35,3,91,89,7609,84.5,0.02,0.06,1.03
8696bc90,Munir El Haddadi,27,3,82,46,4073,45.3,0.13,0.06,1.01
86a2ba20,Rominigue Kouamé,26,3,82,74,6450,71.7,0.04,0.04,0.96
86a3a76d,Rick Meijssen,21,3,26,8,934,10.4,0.02,0.01,0.99
86a49468,Moussa Soumano,17,1,14,5,495,5.5,0.08,0.04,1.01
86adbcc7,Mathias Olesen,22,3,23,6,607,6.7,0.0,0.02,1.0
86b575a7,Eran Zahavi,34,1,25,21,1516,16.8,0.32,0.12,1.0
86c37491,Abdulwahab Ibrahim,22,1,1,0,1,0.0,,,1.0
86c75897,Ivan Ordets,31,2,54,49,4329,48.099999999999994,0.04,0.02,0.97
86c79c42,João Othavio Basso,26,3,79,78,6974,77.5,0.06,0.01,0.97
86dd77d1,Kyle Walker,33,3,79,72,6480,72.0,0.01,0.06,0.98
86df4d6b,André Franco,25,3,65,40,3662,40.6,0.21,0.18,0.98
86e119e0,Maximilian Arnold,29,3,96,93,8267,91.8,0.03,0.11,1.07
86e7deaf,Thiago Silva,38,3,90,82,7529,83.6,0.04,0.03,1.05
86ff856b,Lázaro,21,2,33,9,1001,11.2,0.3,0.1,1.02
87189f25,Romain Esse,18,2,37,6,917,10.200000000000001,0.08,0.06,1.0
871b35e7,Victor Braga,29,1,24,24,2077,23.1,0.0,0.0,1.0
8725a42e,Sorba Thomas,23,3,124,112,9788,108.8,0.04,0.16,0.98
87278bce,Dean Huijsen,18,1,14,4,522,5.8,0.05,0.01,1.03
872891bc,Cameron Dawson,28,1,18,18,1620,18.0,0.0,0.0,1.0
873619c6,Sergio Camello,22,2,69,47,4062,45.2,0.19,0.06,0.96
873ca173,Christian Rasmussen,19,1,2,0,2,0.0,,,1.0
873ce3a2,Pape Cheikh Diop,24,1,2,0,37,0.4,0.0,0.0,1.0
87436846,Marvin Schwäbe,28,3,89,89,8010,89.0,0.0,0.0,1.0
874723e1,Diogo Pinto,19,1,2,2,171,1.9,0.0,0.0,1.0
875898c7,Wesley Hoedt,29,2,59,58,5198,57.8,0.02,0.03,1.03
875d65d1,Mattia Zanotti,19,2,3,0,36,0.4,0.0,0.22,1.0
8778c910,Manuel Neuer,37,3,63,63,5643,62.7,0.0,0.0,1.0
8779ddf8,Florian Dietz,24,2,16,4,465,5.2,0.39,0.06,0.97
877bc844,Philipp Hofmann,30,2,63,49,4202,46.7,0.21,0.07,0.98
877f31c2,Kelechi Nwakali,25,1,32,25,2074,23.0,0.04,0.19,1.0
878f0921,Andraž Šporar,27,1,35,28,2371,26.3,0.21,0.04,0.91
8790f988,Gianluca Scamacca,24,3,81,53,4525,50.2,0.29,0.12,1.15
87935cf3,Mamadou Sakho,33,3,45,36,3345,37.2,0.02,0.01,1.01
8794e251,Adrien Rabiot,28,3,95,89,7684,85.4,0.1,0.08,1.03
87966294,Owen Bevan,18,1,1,0,9,0.1,0.0,0.0,1.0
87b498b0,Joan García,21,2,3,2,198,2.2,0.0,0.0,1.0
87caf38a,Aidan Dausch,17,1,2,0,6,0.1,0.55,0.0,1.0
87d31635,Aïman Maurer,18,2,15,6,557,6.199999999999999,0.16,0.17,0.98
87e9c7cd,Papa Ndiaga Yade,22,2,32,11,1264,14.0,0.06,0.12,0.98
87ebd8c9,Lion Semić,17,1,1,0,3,0.0,,,1.0
