Fbref,Player,Age,Seasons_count,MP,Starts,Min,90s,npxG,xAG,finishing
dacf856a,Mamadou Coulibaly,19,1,5,1,118,1.3,0.1,0.03,1.0
dad4b285,Joël Veltman,31,3,92,75,6650,73.8,0.04,0.03,1.0
dafa5038,Saúl García,26,1,1,0,4,0.0,,,1.0
db001fa9,Alfonso Espino,31,3,104,101,8958,99.6,0.03,0.08,0.97
db013c7d,Thibault Klidje,20,1,5,0,86,1.0,0.03,0.56,1.0
db092d3b,Ismaël Bennacer,25,3,79,52,4683,52.0,0.04,0.12,1.04
db159803,Mats Seuntjens,31,3,90,81,7148,79.39999999999999,0.1,0.1,0.96
db23d9fc,Thuler,22,1,16,10,855,9.5,0.01,0.0,1.0
db3164e1,Gauthier Gallon,29,2,61,61,5457,60.6,0.0,0.0,1.0
db317640,Tom Holmes,22,2,72,66,5850,65.0,0.02,0.02,0.98
db401046,Koen Casteels,31,3,87,87,7830,87.0,0.0,0.01,1.0
db4ed67b,Mahmoud Dahoud,27,3,53,31,2674,29.599999999999998,0.07,0.14,1.01
db714daf,Benito Ramírez,28,1,20,2,384,4.3,0.07,0.1,1.01
db71e6f3,Muhammet Tunahan Taşçı,20,1,10,0,127,1.4,0.04,0.1,1.0
db750822,Vitolo,31,1,7,1,221,2.5,0.01,0.04,1.0
db7849ca,Franck Honorat,26,3,99,91,7779,86.5,0.08,0.24,1.14
db867065,Hildeberto Pereira,27,1,16,10,845,9.4,0.2,0.06,1.0
db87a2c4,Marcin Bułka,23,3,37,37,3330,37.0,0.0,0.0,1.0
db8c8860,Iker Bravo,16,1,1,0,12,0.1,0.0,0.0,1.0
db8f0eba,Adri Embarba,31,3,98,71,5969,66.4,0.11,0.12,0.93
db975607,Conor Masterson,23,1,1,0,3,0.0,,,1.0
dba11957,Maurilio de Lannoy,18,1,1,0,17,0.2,0.0,0.0,1.0
dba66719,Cristian González,26,2,33,26,2394,26.6,0.07,0.01,0.99
dbaa6693,Elder Santana,29,2,26,2,380,4.2,0.36,0.36,1.01
dbb329c6,Eric Oelschlägel,26,2,13,12,1126,12.5,0.0,0.0,1.0
dbc1e5d8,Rafael Fernandes,21,2,13,9,879,9.8,0.05,0.02,0.99
dbd1b101,Noah Atubolu,21,1,34,34,3060,34.0,0.0,0.0,1.0
dbd3a428,Junya Ito,30,2,66,65,5630,62.599999999999994,0.12,0.24,0.98
dbd869a1,Melle Meulensteen,24,3,92,90,7618,84.7,0.04,0.02,0.96
dbde4959,Dylan Chambost,23,1,19,9,753,8.4,0.05,0.05,0.99
dbde9724,Francisco Geraldes,27,2,58,39,3467,38.5,0.14,0.08,0.96
dbe16ade,Ricky van Wolfswinkel,34,3,98,76,6975,77.5,0.2,0.09,1.02
dbe204f2,Yacine Bourhane,22,1,4,0,41,0.5,0.0,0.0,1.0
dbe56a33,David McGoldrick,33,1,19,9,973,10.8,0.21,0.1,0.96
dbec03ba,Douglas Tanque,27,1,5,1,143,1.6,0.57,0.02,1.0
dbf053da,Jadon Sancho,23,3,72,52,4612,51.2,0.15,0.23,1.04
dbfa4f16,Festy Ebosele,20,3,83,42,3940,43.8,0.03,0.07,0.99
dc008610,Florin Andone,28,1,5,1,176,2.0,0.09,0.04,1.0
dc092f62,Josh Windass,29,1,25,22,1749,19.4,0.17,0.07,0.99
dc10b26c,Greg Cunningham,32,3,55,44,3871,43.0,0.01,0.02,1.02
dc1c2fce,Álex Berenguer,28,3,106,65,6057,67.3,0.16,0.15,1.0
dc1ce4f5,Cristhian Mosquera,19,3,45,37,3432,38.2,0.02,0.0,0.98
dc29b608,Yvon Mvogo,29,3,63,63,5592,62.1,0.0,0.0,1.0
dc366c36,Tomáš Koubek,30,2,14,14,1260,14.0,0.0,0.0,1.0
dc38e3bc,Ragnar Ache,23,1,13,1,259,2.9,0.1,0.12,0.99
dc3e663e,Jakub Kiwior,23,3,66,54,4780,53.0,0.04,0.04,1.0
dc3fa3b5,Diego Demme,31,3,28,10,911,10.1,0.04,0.02,1.01
dc43f033,Rarmani Edmonds-Green,24,2,29,16,1692,18.700000000000003,0.0,0.0,1.0
dc44b03c,Samu Omorodion,19,1,35,22,1998,22.2,0.39,0.04,0.96
dc4cae05,David Brooks,26,3,43,22,1850,20.5,0.22,0.2,0.98
dc519977,Stanley Kanu,23,1,5,0,71,0.8,0.17,0.02,1.0
dc5ea86b,Eneko Ortiz,20,1,1,0,14,0.2,0.0,0.0,1.0
dc61b402,Luca Mazzitelli,27,1,29,26,2210,24.6,0.07,0.04,1.05
dc62b55d,Matheus Cunha,24,3,90,52,4909,54.5,0.3,0.12,1.01
dc62fbee,Leonardo Bittencourt,29,2,54,41,3207,35.6,0.08,0.12,1.01
dc64b8b3,Liam Cooper,31,3,54,45,3946,43.8,0.03,0.03,1.01
dc6c2f02,Chiquinho,23,2,53,33,2846,31.6,0.18,0.09,1.03
dc6f5bdd,Calum Chambers,28,3,32,14,1506,16.7,0.02,0.04,1.01
dc765618,Þórir Jóhann Helgason,21,1,12,2,222,2.5,0.02,0.12,1.0
dc7a172e,Jon Aramburu,21,1,11,5,543,6.0,0.01,0.0,1.0
dc7f8a28,Cole Palmer,21,3,52,32,3111,34.6,0.37,0.36,1.0
dc82e7f1,Marvin Johnson,32,1,29,25,2356,26.2,0.04,0.04,1.03
dc90cfbe,Bas Dost,34,2,30,19,1815,20.1,0.17,0.09,1.06
dc936144,Joe Bennett,32,1,15,9,743,8.3,0.01,0.02,1.0
dcb38abe,Cyriel Dessers,27,2,53,28,2666,29.6,0.29,0.07,1.0
dcba03f6,Mipo Odubeko,18,1,6,0,113,1.3,0.02,0.0,1.0
dcd94cdb,Bastien Meupiyou,17,1,1,1,8,0.1,0.0,0.0,1.0
dcfb17f4,Amine Adli,23,3,74,37,3589,39.9,0.24,0.12,0.99
dd082c59,Todd Kane,28,2,38,25,2362,26.3,0.02,0.12,1.0
dd0daf32,Henrikh Mkhitaryan,34,3,98,88,7266,80.7,0.09,0.11,1.0
dd0fd043,Gjivai Zechiël,19,1,2,0,28,0.3,0.14,0.0,1.0
dd1ef45a,Florian Danho Seke,23,1,10,2,239,2.7,0.3,0.03,1.0
dd211559,Gedeon Kalulu,25,2,48,39,3408,37.900000000000006,0.02,0.06,0.98
dd26b605,Jamal Blackman,27,1,1,1,90,1.0,0.0,0.0,1.0
dd2e62da,Finn Ole Becker,23,2,35,11,1119,12.4,0.04,0.04,0.99
dd323728,Neco Williams,22,3,72,52,4719,52.39999999999999,0.05,0.08,1.0
dd403465,Pablo Galdames Millán,26,3,34,21,1773,19.7,0.03,0.08,1.0
dd549382,Deniz Undav,27,2,52,29,2717,30.2,0.49,0.2,1.06
dd5bbe0d,David Čolina,22,1,7,0,166,1.8,0.18,0.05,1.01
dd669209,Renato Steffen,29,1,20,13,967,10.7,0.08,0.09,0.98
dd676a97,Noah Weißhaupt,21,3,52,9,1283,14.2,0.03,0.14,1.01
dd745366,Andrey Santos,19,1,12,9,839,9.299999999999999,0.09,0.08,1.0
dd7b6eb8,Solomon Bonnah,17,1,1,0,6,0.1,0.0,0.0,1.0
dd7febd8,Leonardo Sernicola,25,1,32,27,2317,25.7,0.04,0.07,1.01
dd83724a,Baptiste Aloé,27,1,1,1,67,0.7,0.29,0.0,1.0
dd86e8e4,Liberato Cacace,22,3,53,28,2965,32.9,0.02,0.06,0.98
dd897ee7,Liam Delap,20,3,69,46,4094,45.5,0.15,0.04,0.97
dd9caa07,Patrick Mainka,28,1,34,34,3060,34.0,0.07,0.0,0.98
ddb76359,Adil Auassar,35,2,61,53,4393,48.8,0.01,0.01,1.03
ddbeed7f,Kenneth Dougall,29,2,76,64,5924,65.80000000000001,0.03,0.05,1.01
ddc31375,Ernest Poku,19,2,25,5,709,7.9,0.15,0.11,0.98
ddd5348b,Martín Merquelanz,26,1,4,3,173,1.9,0.07,0.35,1.0
dde93e2c,André Silva,26,3,76,72,6051,67.2,0.26,0.13,1.12
de0abf23,Zack Nelson,18,1,2,0,7,0.1,0.0,0.0,1.0
de0f152c,Adam Masina,29,3,49,32,2954,32.9,0.02,0.02,1.02
de112b84,Jacob Murphy,28,3,90,41,3913,43.5,0.18,0.27,1.01
de135234,Aurélien Nguiamba,22,1,3,0,51,0.6,0.0,0.0,1.0
de13cee5,Sam Beukema,24,3,80,61,5739,63.7,0.05,0.02,1.0
de17db90,Gift Orban,21,1,13,5,474,5.3,0.16,0.0,1.0
de31038e,Elliot Anderson,20,2,43,13,1437,16.0,0.15,0.19,0.96
de39485a,Yannick Carrasco,29,3,72,57,5121,56.9,0.16,0.14,0.98
de3e9cf9,Duarte Carvalho,19,1,1,0,14,0.2,0.0,0.27,1.0
de40e38c,Giulian Biancone,22,2,35,26,2309,25.7,0.05,0.03,0.99
de488e56,Charles Traore,30,2,28,13,1200,13.4,0.0,0.04,1.0
de4b685b,Mats Rots,17,1,1,1,68,0.8,0.03,0.0,1.0
de4cac2d,Silas Katompa,24,3,66,34,3169,35.2,0.25,0.11,0.98
de4d92fd,Jamie Jacobs,24,2,57,42,3409,37.9,0.17,0.06,0.93
de5b5570,Marvelous Nakamba,29,3,46,39,3457,38.4,0.01,0.02,0.99
de5bc177,Joshua Seary,18,1,4,0,26,0.3,0.0,0.0,1.0
de627c8a,Omar Faraj,19,1,1,0,4,0.0,,,1.0
de716a60,Melle Witteveen,20,1,5,0,72,0.8,0.29,0.12,0.99
de838f86,Anthony Jung,31,2,65,62,5196,57.8,0.02,0.02,1.02
de83e2e0,Hayden Coulson,25,2,8,7,512,5.6,0.04,0.03,0.99
de8f6250,Roger Fernandes,17,2,21,7,791,8.8,0.48,0.38,0.99
de903ae2,Daniel Villahermosa,20,1,1,0,23,0.3,0.0,0.0,1.0
dea698d9,Cristiano Ronaldo,37,2,41,31,3012,33.4,0.49,0.1,0.98
dea88efd,Khvicha Kvaratskhelia,22,2,68,62,5255,58.4,0.23,0.18,1.05
dea912dc,Kike Hermoso,21,1,1,1,90,1.0,0.14,0.0,1.01
deb748c9,Aleš Matějů,25,1,9,9,727,8.1,0.02,0.11,0.99
deba6b05,Fransérgio,30,1,28,16,1403,15.6,0.07,0.06,0.98
debc6b55,Jon Bautista,26,1,1,0,45,0.5,0.11,0.0,1.0
debdac8a,Hans Mulder,35,2,9,1,130,1.4000000000000001,0.11,0.0,0.99
debe38a0,John Egan,30,3,97,96,8577,95.3,0.05,0.02,0.91
dee3013b,Finn Dahmen,25,3,41,41,3690,41.0,0.0,0.0,1.0
dee3d535,Leonardo Buta,21,3,36,25,2336,26.0,0.0,0.04,1.0
dee86451,William Carvalho,31,3,88,55,4923,54.800000000000004,0.08,0.05,0.99
def899bd,Phil Jones,29,1,4,2,163,1.8,0.0,0.0,1.0
df04eb4b,Crysencio Summerville,21,3,77,53,5054,56.099999999999994,0.16,0.14,1.05
df0a4c90,Christian Nørgaard,29,3,88,86,7322,81.3,0.11,0.1,0.95
df10e27c,Billy Gilmour,22,3,68,52,4482,49.800000000000004,0.05,0.08,0.96
df1665d7,Luca Raimund,18,1,3,0,30,0.3,2.09,0.0,0.98
df2caddd,Kion Etete,21,2,56,24,2317,25.7,0.12,0.01,1.0
df33ecb5,Jon Martin,17,1,1,0,24,0.3,0.0,0.0,1.0
df3cda47,Dejan Kulusevski,23,3,104,73,6862,76.3,0.14,0.23,1.07
df3e805c,William Hondermarck,20,1,9,3,325,3.6,0.0,0.02,1.0
df4153d2,Mohamed Taabouni,20,2,6,0,107,1.2000000000000002,0.07,0.23,1.0
df4b73f0,Alexandre Penetra,21,3,84,78,6873,76.3,0.03,0.04,1.01
df618867,Tomáš Kalas,29,2,43,36,3390,37.6,0.01,0.01,0.98
df69b544,Antoine Griezmann,32,3,100,86,7461,82.9,0.25,0.21,1.04
df85d472,Federico Santander,30,1,7,0,67,0.7,0.62,0.08,1.01
df8b52a5,Emerson,24,3,82,58,5273,58.6,0.06,0.04,1.01
df8d6029,Arthur Theate,23,3,94,90,7847,87.1,0.07,0.02,1.0
df8e7b62,Erik Thommy,26,1,11,1,274,3.0,0.08,0.15,0.99
df90b7ad,Stije Resink,20,1,32,28,2578,28.6,0.04,0.02,0.98
df9c3473,Guilherme Ramos,23,1,13,9,906,10.1,0.02,0.0,1.0
dfa084b2,Aynsley Pears,25,3,47,46,4146,46.099999999999994,0.0,0.0,1.0
dfb64760,Sebbe Augustijns,22,2,10,1,214,2.4000000000000004,0.04,0.0,1.0
dfb6490a,Patrick Herrmann,32,3,52,5,1004,11.200000000000001,0.12,0.13,0.99
dfc5d4fa,Soungoutou Magassa,19,2,23,15,1428,15.9,0.03,0.01,0.99
dfc85b89,Simon Asta,20,1,13,9,783,8.7,0.02,0.03,1.0
dfd24c07,Jaime Báez,28,2,13,7,596,6.699999999999999,0.06,0.08,1.01
dfd56738,Marco Brescianini,23,1,36,24,2321,25.8,0.07,0.04,1.03
dfe059f0,Michael Stickland,18,1,1,0,1,0.0,,,1.0
dfe4f773,Jack Diamond,22,1,1,0,5,0.1,0.0,0.0,1.0
dfe5caa2,Francisco Mwepu,22,1,1,0,21,0.2,0.0,0.0,1.0
dff0c299,Lohann Doucet,19,2,11,0,97,1.1,0.04,0.11,1.0
dff153a4,Leandro Paredes,29,3,77,50,4501,50.1,0.03,0.08,1.0
e0220b70,Ismaël Koné,21,2,58,41,3568,39.7,0.05,0.04,1.01
e0243d23,Taylor Richards,22,3,27,3,564,6.3,0.08,0.06,0.98
e0314d87,Andrea Masiello,35,1,7,6,515,5.7,0.01,0.0,1.0
e04dca4a,Axel Guessand,18,2,4,2,165,1.9,0.01,0.0,1.0
e05082d1,Youssouf M'Changama,31,1,26,11,1081,12.0,0.04,0.06,0.99
e0581847,César Sousa,21,1,11,5,484,5.4,0.07,0.07,0.99
e06683ca,Virgil van Dijk,32,3,102,102,9072,100.8,0.08,0.04,1.01
e0782abd,Youri Regeer,19,3,38,20,1915,21.3,0.03,0.08,1.01
e082af5b,Angus Gunn,27,3,79,79,7050,78.3,0.0,0.0,1.0
e08647d6,Carlos Fernández,27,2,34,13,1039,11.5,0.19,0.07,0.98
e08ac719,Lautaro Gianetti,29,1,7,7,630,7.0,0.04,0.01,1.01
e0921a4f,Paulo Dybala,29,3,82,72,5759,64.0,0.19,0.19,1.08
e0979e74,Haissem Hassan,20,1,2,0,52,0.6,0.0,0.03,1.0
e09d77a2,Lino Sousa,18,1,8,3,269,3.0,0.01,0.05,1.0
e09f279b,Ivan Toney,27,3,83,81,7310,81.19999999999999,0.35,0.14,0.98
e0b113a7,Robert Andrich,28,3,83,67,5913,65.7,0.06,0.05,1.06
e0b5ac38,Ezequiel Bullaude,21,1,9,0,152,1.7,0.2,0.09,0.99
e0bc6fdc,Emerson Palmieri,28,3,88,77,6726,74.9,0.04,0.07,1.0
e0ce7038,Alessandro Di Pardo,24,1,15,2,359,4.0,0.02,0.04,1.0
e0d1510a,Cody Drameh,21,3,71,63,5689,63.300000000000004,0.01,0.05,0.98
e0d515ef,Marten Winkler,18,1,1,0,26,0.3,0.0,0.0,1.0
e0d9bbbe,Bradley Johnson,34,1,18,8,914,10.2,0.03,0.02,0.99
e0ee850b,Jay Gorter,23,2,9,8,755,8.4,0.0,0.0,1.0
e0f3a1f6,Jean-Charles Castelletto,28,3,88,86,7542,83.8,0.02,0.01,1.01
e0f8151c,Kim Min-jae,26,2,60,57,5020,55.8,0.03,0.03,1.02
e1000218,Alfonso Trezza,24,1,24,8,840,9.3,0.17,0.07,0.97
e10e4a3e,Achraf Douiri,23,2,20,7,726,8.0,0.02,0.06,0.99
e110ea4b,Nathan N'Goumou,23,2,53,22,2170,24.1,0.15,0.07,1.02
e11a39aa,Guillaume Dietsch,22,1,1,0,73,0.8,0.0,0.0,1.0
e12b0b5b,Sebastian Rode,32,3,52,30,2234,24.8,0.05,0.05,1.06
e136a109,Florian Jozefzoon,31,1,26,9,937,10.4,0.27,0.09,0.99
e138915c,Brett Minnema,20,1,1,1,90,1.0,0.0,0.0,1.0
e14e10b1,Cas Odenthal,20,1,28,28,2508,27.9,0.04,0.0,0.98
e14ec482,Riccardo Orsolini,26,3,94,62,5701,63.3,0.21,0.13,1.03
e1618c22,Aaron Ramsey,20,2,43,26,2229,24.8,0.13,0.09,1.03
e162b013,Thomas Meunier,31,3,35,31,2573,28.6,0.05,0.1,1.01
e16932d8,Jack Clarke,22,2,85,83,7282,80.9,0.08,0.1,1.09
e18098de,Ivan Šunjić,26,3,95,76,6690,74.3,0.03,0.02,1.0
e1830c52,Dikeni-Rafid Salifou,19,1,1,0,1,0.0,,,1.0
e1846dde,Cárdenas,26,2,25,25,2250,25.0,0.0,0.0,1.0
e188b47f,Leandro Fernandes,21,1,3,0,70,0.8,0.06,0.01,1.0
e19660a8,Michael Kayode,19,1,26,22,2058,22.9,0.02,0.04,1.01
e19bc88c,Christos Papadopoulos,18,1,1,0,4,0.0,,,1.0
e19c989c,Jorge Herrando,22,2,20,19,1669,18.6,0.01,0.01,0.99
e19ca5b9,Carlinhos,29,3,72,66,5813,64.6,0.11,0.12,1.04
e1a1b481,Henk Veerman,29,2,57,32,3307,36.7,0.21,0.04,0.92
e1b0a70d,Pietro Terracciano,33,3,94,93,8442,93.8,0.0,0.0,1.0
e1cbb531,Stanislav Lobotka,28,3,99,91,8069,89.7,0.01,0.03,1.01
e1df6989,Imran Louza,24,3,70,54,4633,51.4,0.06,0.14,1.03
e1e75690,Ander Martin,21,2,8,1,129,1.5,0.04,0.12,1.0
e21042ae,Fabian Klos,33,1,25,14,1420,15.8,0.14,0.05,0.97
e23dfa3d,Rafael Pontelo,20,1,1,0,1,0.0,,,1.0
e2515be0,Diego van Oorschot,17,1,4,0,27,0.3,0.15,0.17,1.0
e26229d7,Jorge Karse,17,1,2,0,18,0.2,0.47,0.0,1.0
e26a9a17,Josh Flint,22,2,40,31,2927,32.6,0.03,0.02,0.98
e26fcca3,Santiago Ascacíbar,25,2,41,34,3102,34.5,0.03,0.02,0.98
e27159a1,Alex Mortensen,19,1,2,0,9,0.1,0.0,0.0,1.0
e2716bd0,David Silva,36,2,53,47,3657,40.6,0.13,0.14,0.95
e276e3e6,Djevencio van der Kust,22,3,50,45,4045,44.9,0.01,0.06,0.99
e27da244,John Brooks,30,3,69,62,5508,61.2,0.06,0.01,0.99
e27de4fa,Noah Katterbach,20,1,1,0,16,0.2,0.0,0.0,1.0
e27fdbca,Wilson Manafá,29,3,17,10,812,9.0,0.02,0.06,0.99
e280527c,Marcel Sabitzer,29,3,78,45,4170,46.4,0.11,0.07,0.97
e287b1d1,James Scott,20,1,1,0,1,0.0,,,1.0
e28868f3,Jonny Castro,29,3,32,24,2290,25.5,0.04,0.08,1.03
e288d4b3,Alessandro Florenzi,32,3,61,33,3087,34.3,0.08,0.12,1.0
e28ae695,Vitor Costa,28,2,59,57,4958,55.099999999999994,0.03,0.07,1.0
e28e9bec,Luke Woolfenden,24,1,41,40,3612,40.1,0.01,0.0,1.01
e2a302a8,Dor Peretz,26,1,18,4,585,6.5,0.1,0.01,0.99
e2ae54db,Hákon Arnar Haraldsson,20,1,26,15,1284,14.3,0.04,0.08,1.02
e2b384d2,Chuba Akpom,27,3,64,43,4177,46.400000000000006,0.29,0.04,1.11
e2c439c4,Matthew Olosunde,23,1,2,1,136,1.5,0.0,0.0,1.0
e2dcc60e,Moises Parra Gutierrez,20,1,1,0,10,0.1,0.0,0.0,1.0
e2dde94c,Gedson Fernandes,22,1,3,0,50,0.6,0.0,0.0,1.0
e2eb632a,Yan Dhanda,22,1,3,1,74,0.8,0.0,0.0,1.0
e2f9bb5f,Zaydou Youssouf,24,3,94,75,6461,71.8,0.04,0.06,1.03
e30117aa,Luke Le Roux,23,1,14,8,872,9.7,0.01,0.0,1.02
e31708b2,Amadou Diallo,20,1,1,0,1,0.0,,,1.0
e3207d47,Luka Adžić,22,1,16,7,725,8.1,0.14,0.12,0.96
e330a39b,Iker Unzueta,24,1,2,0,26,0.3,0.08,0.0,1.0
e33c06cf,Niklas Süle,27,3,80,56,5469,60.7,0.05,0.04,1.0
e33f36d5,Bram Nuytinck,33,3,82,73,6316,70.2,0.02,0.01,0.97
e33fb79d,Shamar Nicholson,26,1,26,17,1484,16.5,0.2,0.05,0.98
e341e4cc,Rildo,23,2,34,12,1331,14.8,0.18,0.09,1.0
e342ad68,Mohamed Salah,31,3,105,95,8586,95.5,0.54,0.32,0.96
e34e086c,Jovane Cabral,25,3,29,14,1268,14.0,0.14,0.08,1.0
e34fc66d,Joachim Andersen,27,3,104,102,9113,101.19999999999999,0.04,0.06,0.98
e3510f7e,David Pastor,23,2,31,28,2478,27.5,0.01,0.06,0.99
e358587b,Pepe Reina,40,3,39,39,3510,39.0,0.0,0.02,1.0
e36e218a,Jamie Lindsay,27,2,57,31,3005,33.4,0.04,0.0,1.02
e3756e72,Raoul Bellanova,23,3,86,66,6038,67.0,0.05,0.1,0.96
e3844ecb,Mickaël Barreto,31,1,20,15,1325,14.7,0.04,0.1,1.0
e385200c,Samuel Şahin-Radlinger,30,1,6,5,464,5.2,0.0,0.0,1.0
e38b5f28,Lequincio Zeefuik,18,2,36,10,1169,13.0,0.14,0.08,1.02
e38f1636,Nick Viergever,33,3,69,65,5816,64.7,0.02,0.01,1.02
e3a5814e,Ainsley Maitland-Niles,25,3,61,38,3594,39.9,0.06,0.08,0.95
e3af40a2,Norbert Alblas,27,1,1,0,28,0.3,0.0,0.0,1.0
e3c24495,Victor Adeboyejo,23,1,26,7,965,10.7,0.12,0.04,1.01
e3c2a24e,David Sambissa,26,2,40,10,1340,14.9,0.05,0.09,1.05
e3cceee6,Merih Demiral,24,2,56,36,3453,38.400000000000006,0.05,0.02,0.98
e3d0b0c4,Marcelo,34,1,13,13,1078,12.0,0.02,0.01,1.0
e3d3fbeb,Robert Wagner,19,1,4,0,38,0.4,0.41,0.0,1.0
e3d729a6,Thomas Sang,23,2,12,7,624,7.0,0.01,0.05,1.0
e3e05edf,Ambroise Oyongo,30,1,11,7,659,7.3,0.02,0.02,1.01
e3e32fbb,Igor Carioca,26,3,40,24,2296,25.5,0.02,0.05,0.99
e3e6502a,Gary Madine,31,2,61,50,4215,46.8,0.13,0.05,0.97
e3f206be,Ché Nunnely,24,3,76,56,4695,52.2,0.07,0.05,1.02
e3fabb0a,Wu Lei,29,1,23,4,474,5.3,0.15,0.13,1.0
e4086af3,Baba Rahman,28,2,47,42,3790,42.2,0.01,0.02,0.98
e40bdb5d,João Afonso Crispim,27,2,28,18,1483,16.5,0.01,0.01,1.0
e4114f5d,Patrick Berg,24,2,17,2,332,3.6999999999999997,0.01,0.03,1.0
e41c025a,Luis Gómez,21,1,3,0,61,0.7,0.01,0.0,1.0
e4209f59,Sam Bowen,20,1,4,3,244,2.7,0.09,0.02,0.99
e4238fb1,Jaidon Anthony,23,3,109,53,5160,57.4,0.13,0.09,1.0
e42d61c7,Achraf Hakimi,24,3,85,71,6464,71.8,0.13,0.14,1.04
e4346678,Édgar Badía,30,2,60,60,5400,60.0,0.0,0.0,1.0
e4377b65,Luther Singh,24,1,22,5,627,7.0,0.07,0.09,0.99
e43a4083,Ignacio Miramon,20,1,2,1,39,0.4,0.09,0.0,1.0
e43e11a0,Anas Tahiri,28,3,72,54,4763,52.9,0.02,0.05,1.01
e4448c8c,Sacha Delaye,21,3,23,3,412,4.5,0.12,0.14,1.01
e447352c,Famara Diedhiou,30,1,24,5,665,7.4,0.14,0.03,1.0
e4551dab,Jack Marriott,26,1,28,16,1368,15.2,0.15,0.02,1.08
e46012d4,Kevin De Bruyne,32,3,80,68,5839,65.0,0.2,0.61,1.18
e462fbb9,Jack Stretton,19,1,9,1,295,3.3,0.1,0.0,1.01
e47141d7,Michael Adu-Poku,16,1,1,0,12,0.1,0.0,0.0,1.0
e472a6f6,Batista Mendy,22,2,69,62,5272,58.6,0.02,0.03,0.99
e472d4da,Ricardinho,23,2,57,46,3962,44.0,0.09,0.13,1.01
e4738e91,Dyego Sousa,32,1,20,3,527,5.9,0.15,0.13,0.98
e48780c8,Matthew Wolfe,21,1,16,13,1075,11.9,0.04,0.03,0.98
e49ce451,Okay Yokuşlu,29,3,101,81,6697,74.5,0.05,0.01,0.97
e4a588a7,Viktor Johansson,24,2,88,87,7831,87.0,0.0,0.0,1.0
e4b6d914,Liam Gibbs,20,2,56,22,2248,25.0,0.02,0.04,1.0
e4b72e34,Miguel Trauco,28,1,17,12,1112,12.4,0.03,0.02,1.01
e4ba67f2,Giorgio Cittadini,21,2,8,1,125,1.4,0.0,0.0,1.0
e4bb1f08,Sambou Sissoko,22,1,8,0,176,2.0,0.06,0.11,1.0
e4c0de8b,Joneston Omurwa,24,1,15,13,1141,12.7,0.03,0.0,0.99
e4e0deaa,Femi Seriki,21,2,11,3,315,3.5,0.04,0.06,0.99
e50623a0,Kévin N'Doram,27,2,42,34,2839,31.5,0.03,0.02,0.98
e514ab62,Matt Targett,27,3,53,40,3559,39.6,0.02,0.09,1.0
e52d33d0,Veit Stange,18,1,1,0,8,0.1,0.0,0.0,1.0
e53336c4,James Brown,23,1,1,1,90,1.0,0.0,0.0,1.0
e541326e,Ethan Pinnock,30,3,91,90,7915,87.9,0.08,0.04,1.0
e546b2e3,Julien Ponceau,22,2,63,47,3899,43.3,0.09,0.09,0.98
e5478b87,Taiwo Awoniyi,25,3,78,58,4620,51.4,0.4,0.1,1.07
e547d3cf,Umut Tohumcu,18,3,29,14,1287,14.299999999999999,0.03,0.07,0.99
e5499085,Martim Tavares,19,2,44,6,900,10.0,0.29,0.05,1.0
e54a9890,Faitout Maouassa,25,2,42,26,2228,24.7,0.11,0.08,1.02
e54bd0a2,Tomás Pina Isla,33,1,29,16,1444,16.0,0.02,0.02,0.99
e5649a78,Kevin Stöger,29,3,87,62,5686,63.2,0.07,0.21,0.99
e589e6b8,Bruno Reis,23,2,6,0,137,1.5,0.83,0.0,0.98
e58a03c6,Dwight Gayle,32,3,53,35,2741,30.4,0.12,0.08,0.93
e58cbfd5,Nicolò Rovella,21,3,72,53,4553,50.5,0.04,0.05,0.97
e599253a,Mario Pašalić,28,3,103,71,5822,64.7,0.21,0.13,1.03
e5a35ae9,Luca Waldschmidt,27,3,56,29,2526,28.099999999999998,0.18,0.05,1.02
e5a76dfe,Dean Henderson,26,2,36,36,3240,36.0,0.0,0.0,1.0
e5bf73f3,Musa Barrow,23,2,66,51,4094,45.5,0.13,0.15,1.0
e5c026d6,Thibaud Verlinden,22,1,1,0,1,0.0,,,1.0
e5c107a1,Alfie Jones,25,3,108,106,9389,104.30000000000001,0.02,0.01,0.96
e5c1e0ca,Erik Palmer-Brown,25,2,59,55,4925,54.8,0.03,0.01,0.96
e5cd9da6,Riza Durmisi,27,1,9,8,609,6.8,0.0,0.02,1.0
e5d01ecf,Kiko Femenía,32,3,70,55,4858,54.0,0.0,0.06,1.0
e5d85da8,Linton Maina,24,2,64,48,4140,46.0,0.1,0.14,0.96
e5e6cf52,Silas Andersen,19,1,1,0,9,0.1,0.0,0.0,1.0
e5ec1410,Abdenasser El Khayati,32,1,5,0,55,0.6,0.03,0.0,1.0
e5ec95f8,Mamadou Sylla,29,2,27,5,665,7.4,0.15,0.04,0.97
e5f63987,Daniel Ginczek,30,1,2,0,13,0.1,0.61,0.0,1.0
e5f76710,Benedikt Gimber,26,1,24,24,2021,22.5,0.04,0.04,0.99
e606b6c0,Adama Bojang,19,1,9,0,83,0.9,1.03,0.04,0.98
e608ed4c,David Button,33,2,23,23,2070,23.0,0.0,0.0,1.0
e60d17c2,Brayan Riascos,27,1,16,10,873,9.7,0.63,0.21,0.95
e613313c,Perr Schuurs,23,3,63,48,4195,46.6,0.04,0.02,0.98
e61b8aee,Granit Xhaka,30,3,97,95,8141,90.5,0.08,0.1,1.05
