Fbref,Player,Total_npG,Total_npxG,finishing
c83c203f,Emil Bohinen,0,0.30000000000000004,0.99
c84dcc88,Niccolò Pisilli,0,0.0,1.0
c88a28b9,Thelo Aasgaard,3,3.2,1.0
c88ff68d,Jobe Bellingham,7,8.6,0.97
c89e8aae,Pavao Pervan,0,0.0,1.0
c8aa95da,Fabian Schär,7,8.6,0.97
c8ad0857,Luka Lochoshvili,1,0.6,1.01
c8b3a472,Nicolai Rapp,0,0.1,1.0
c8b55104,Othman Boussaid,7,8.1,0.98
c8c02ac7,Mehdi Zeffane,1,2.5,0.97
c8c0dccd,Manolo Portanova,1,2.9,0.97
c8c60119,Almamy Touré,0,1.5,0.97
c8cf8f64,Callum O'Dowda,5,5.5,0.99
c8d1c3a5,Jorge Eduardo Sánchez,2,2.2,1.0
c8d7131c,Ridgeciano Haps,1,0.6,1.01
c8ecc3d9,Yannick Leliendal,0,0.1,1.0
c8fb10df,Almeida,0,0.0,1.0
c9009a1f,Ben Davies,1,1.2,1.0
c904f3d5,Rúben Semedo,0,0.0,1.0
c906ce0f,Pepe,2,2.9,0.98
c908a1bc,Jayson Molumby,5,6.6,0.97
c90f380c,Rémy Labeau Lascary,0,0.4,0.99
c91441dc,Gavin Bazunu,0,0.0,1.0
c9151d66,Hamza Sakhi,1,1.7,0.99
c924b17d,Mads Hermansen,0,0.0,1.0
c92c24f0,Maximiliano Caufriez,1,1.3,0.99
c92e1a31,Kelechi Iheanacho,11,14.6,0.95
c9314f57,Ruben van Bommel,6,3.7,1.04
c931d9f9,Daniel James,19,18.3,1.01
c93231dc,Anuar,1,0.4,1.01
c943909b,Luke Mariette,0,0.0,1.0
c951a6df,Isaac Hayden,1,1.0,1.0
c952f633,Ulisses Garcia,0,0.5,0.99
c960bc58,Yassin Oukili,8,5.4,1.04
c967f6b8,Hrvoje Smolčić,1,1.2,1.0
c976160c,Mamadou Coulibaly,2,1.4,1.01
c9817014,Manuel Ugarte Ribeiro,0,1.5999999999999999,0.97
c9972d2c,Rafael Santos,0,0.0,1.0
c997b942,Roberto Navarro,1,3.6,0.96
c9b32c60,Clésio Baúque,0,0.2,1.0
c9c32262,Luca Lezzerini,0,0.0,1.0
c9c55581,Mosquito,0,0.0,1.0
c9cb972b,Jaume Doménech,0,0.0,1.0
c9df37bc,Vítor Gonçalves,1,0.9,1.0
c9e39d91,Brais Méndez,17,14.399999999999999,1.04
c9e99e49,Dani Alves,1,0.3,1.01
c9f2f83a,Check Keita,0,0.2,1.0
c9f49454,Rareş Ilie,0,0.3,0.99
c9fc39ce,Jan-Carlo Simic,1,0.6,1.01
ca002b1a,Youri Baas,3,2.2,1.01
ca122e29,Adrien Lebeau,0,0.1,1.0
ca18c8f1,Jacob Brown,23,23.6,0.99
ca22ccb0,Hannibal Mejbri,2,1.3,1.01
ca241ad3,Djavan Anderson,0,1.2,0.98
ca3db240,Gabriele Zappa,1,2.1,0.98
ca45605e,Patson Daka,13,14.8,0.97
ca4bd2b1,Jodi Jones,0,0.0,1.0
ca607d59,Noah Okafor,6,3.8,1.04
ca618d23,Lucas Höler,18,19.4,0.98
ca6edaa0,Luka Romero,4,2.3000000000000003,1.03
ca6f4846,Alexis Tibidi,0,0.4,0.99
ca73910d,Daniele Montevago,0,0.5,0.99
ca76b087,Rhys Norrington-Davies,0,1.6,0.97
ca8033cb,Lukas Klostermann,1,1.4,0.99
ca95200f,Grégoire Coudert,0,0.0,1.0
ca9e7345,Colin Kazim-Richards,3,2.8,1.0
caa1a7f0,Michael Obafemi,19,17.0,1.03
caa7aaea,Yohann Magnin,2,3.8000000000000003,0.97
caaa7fab,Steven Benda,0,0.0,1.0
caaf2ed1,Maximilian Ullmann,0,0.0,1.0
cab9634e,Ian Maatsen,9,7.1,1.03
cac2537b,Enis Bardhi,1,2.2,0.98
cac9e583,Jimi Tauriainen,0,0.0,1.0
cad3fd4d,Ibrahim Salah,4,3.4,1.01
cadd666a,Dickson Abiama,0,1.8,0.97
cadfa7d1,Nabil Aberdin,0,0.0,1.0
caec77da,Lorenzo Pirola,3,2.4,1.01
caef7840,Alexis Flips,5,5.1,1.0
caffaf5a,Maya Yoshida,2,2.0,1.0
cb006b7e,Callum Morton,0,0.4,0.99
cb00f1e6,Vitor Roque,2,2.5,0.99
cb11b429,Patrick Wimmer,9,9.5,0.99
cb1580aa,Derick,0,0.9,0.98
cb1916e0,Rodrigo Guth,5,4.4,1.01
cb1e5807,Adri Bosch,0,0.0,1.0
cb574619,Hugo Mallo,1,2.3,0.98
cb57cab3,Jan de Boer,0,0.0,1.0
cb641b9d,Roman Yaremchuk,9,11.6,0.96
cb64672e,Paul Wanner,0,0.0,1.0
cb678320,Luka Bogdan,0,0.0,1.0
cb6d81b3,Felix Agu,0,0.9,0.98
cb7570b6,Ollie Tanner,2,1.6,1.01
cb79415a,Tom Iorpenda,0,0.0,1.0
cb7a0acf,Park Ji-soo,0,0.1,1.0
cb8564f8,Mamadi Camará,0,0.5,0.99
cbac6ec9,Florian Müller,0,0.0,1.0
cbbd81b8,André Paulo,0,0.0,1.0
cbdcc0ab,Tiago Melo Almeida,0,0.6,0.99
cbdf7d5c,Darío Poveda,1,0.3,1.01
cbe32194,Kingstone Mutandwa,1,0.1,1.02
cbec0059,Martín,0,0.1,1.0
cbeed9e6,Bojan Radulovic,1,1.3,0.99
cc094532,Danilo Veiga,0,0.1,1.0
cc1a0c57,Jeroen Zoet,0,0.0,1.0
cc1c5035,Iñaki Peña,0,0.0,1.0
cc2d7ad5,Charlie Taylor,1,0.7,1.01
cc2dd8a5,Juan Cruz,1,0.6,1.01
cc318429,Diogo Nascimento,0,1.3,0.98
cc3b8e78,Luke Cundle,8,6.2,1.03
cc41f558,Matthieu Udol,4,1.9,1.04
cc423d7c,Joey Antonioli,0,0.0,1.0
cc588cbe,Habib Keita,1,0.8999999999999999,1.0
cc5eeb16,Ricardo Miguel Martins Alves,0,1.0,0.98
cc6de655,Juanlu Sánchez,0,0.9,0.98
cc700722,Allan,0,0.2,1.0
cc704d9c,Joel Mvuka,0,0.0,1.0
cc70a1d5,Jack Butland,0,0.0,1.0
cc77354e,Boubacar Kamara,1,1.3,0.99
cc77d69c,André Inácio,4,5.9,0.97
cc7888f3,Pau Cubarsí,0,0.1,1.0
cc8312b4,Lukáš Horníček,0,0.0,1.0
cc83b74d,Kasper Dolberg,5,5.3,1.0
cc851506,Alberto Dadie,0,0.0,1.0
cc86b9a3,Leon Goretzka,12,13.8,0.97
cc9256ef,Largie Ramazani,6,8.1,0.97
cc971106,Rocco Reitz,6,3.7,1.04
cc972842,Yanis Lhery,0,0.2,1.0
cc98db28,Jeff Hardeveld,0,0.1,1.0
ccb62b10,Jahmari Clarke,2,0.6,1.03
ccbbe661,Ezequiel Ponce,5,6.1,0.98
ccc52936,Alex Lankshear,0,0.0,1.0
ccc6d365,Connor Noß,0,0.0,1.0
ccc800f2,Jasper Moon,0,0.7,0.99
ccce7025,Sven Botman,5,4.7,1.01
ccd38335,Danilo,11,12.4,0.98
ccd88b8e,Fernando,2,0.8,1.02
cce181df,Geoffrey Kondogbia,1,1.5,0.99
cce9f582,Giangiacomo Magnani,0,1.9,0.97
ccee698e,Anthony Limbombe,0,0.2,1.0
cd0fa27b,Hakan Çalhanoğlu,9,8.1,1.01
cd1acf9d,Trent Alexander-Arnold,7,7.1,1.0
cd2cb5bb,Andrej Ilic,0,0.0,1.0
cd384d5a,Oday Dabbagh,11,9.8,1.02
cd407f1c,Giovanni van Zwam,0,0.2,1.0
cd4256d3,Lewis Bate,0,0.0,1.0
cd43347e,Cian Ashford,1,0.5,1.01
cd4b2c5f,Kaelan Casey,0,0.0,1.0
cd59a7e6,Antal Yaakobishvili,0,0.0,1.0
cd59b9df,Gregor Kobel,0,0.0,1.0
cd61c7af,Lauren Ulrich,0,0.0,1.0
cd682b6b,Lukáš Ambros,0,0.0,1.0
cd6a1a59,Almoatasem Al Musrati,5,4.0,1.02
cd82452e,André Hahn,7,3.3,1.06
cd889153,Gabriel Osho,4,4.0,1.0
cd891b5b,Miguel Araujo,1,1.8,0.99
cd8d04a2,Léo Natel,0,0.3,0.99
cd92357a,Lyndon Dykes,19,23.5,0.94
cd9b37a3,Ante Palaversa,1,0.5,1.01
cda0b317,Joel Robles,0,0.0,1.0
cdb26816,Cristian Ponde,1,0.8,1.0
cdb3f59c,Josh Coburn,9,5.7,1.05
cdb9b8f2,André Amaro,1,1.9,0.98
cdc4458b,Dion Moise Sahi,3,4.699999999999999,0.97
cdd70dc0,Michael Olakigbe,0,0.1,1.0
cdda4027,Scott Hogan,20,23.1,0.96
cddafc92,Úmaro Embaló,4,2.0,1.04
cddf767b,Auston Trusty,4,3.4,1.01
cde3309f,Karl Darlow,0,0.0,1.0
cde52ef5,Iván Villar,0,0.0,1.0
cdf0f2db,Lewis Gibson,0,1.5,0.97
cdf65d12,Marlon,0,0.2,1.0
ce17b5eb,Kevin Trapp,0,0.0,1.0
ce1806be,Sofian Kiyine,1,0.6,1.01
ce1a6c7e,Antonio Raimondo,0,0.1,1.0
ce30bfc8,Roberto Gagliardini,3,4.7,0.97
ce4246f5,Kurt Zouma,6,5.1,1.01
ce492295,Mexer,1,0.8999999999999999,1.0
ce4f40c7,Cheick Doucouré,1,3.3,0.96
ce50fd99,Jonathan David,44,42.4,1.02
ce5143da,Danny Welbeck,17,21.3,0.94
ce7c1536,Zeno Ibsen Rossi,0,0.0,1.0
ce8039aa,Nico Ribaudo,3,4.7,0.97
ce81d82d,Ayman Azhil,0,0.6,0.99
ce84946a,Lamine Ghezali,0,0.0,1.0
ce95958a,Dominic Hyam,4,5.6,0.97
ce967905,Tyrhys Dolan,13,14.4,0.98
cea4ee8f,Dele Alli,0,0.9,0.98
cea59f02,Alidu Seidu,0,0.9,0.98
ceabce33,Kelvin Abrefa,0,0.1,1.0
cead8aa3,Geovani,0,0.0,1.0
cecbce23,Alfred Gomis,0,0.0,1.0
ced1d98f,Amine Bassi,2,1.9,1.0
ced2aa0d,Joris van Overeem,1,0.7,1.01
cedc53d2,Yaya Kader Fofana,0,0.1,1.0
cee31595,James McArthur,0,0.3,0.99
cee66fd1,Elias Sierra,0,0.5,0.99
cee88597,Iván Balliu,1,1.9,0.98
cef70c94,Jérémy Jacquet,0,0.2,1.0
cf007308,Elif Elmas,10,6.8999999999999995,1.05
cf043a33,Ebrima Darboe,0,0.1,1.0
cf134113,Bart Verbruggen,0,0.0,1.0
cf182add,Ismaily,3,1.5,1.03
cf1c23d8,Daniele Padelli,0,0.0,1.0
cf1ef7ec,Chrislain Matsima,1,1.2,1.0
cf2a6ace,Siem de Jong,0,2.3,0.96
cf35f331,Vaughn Covil,0,0.0,1.0
cf59e05f,Sergio Santos,0,0.0,1.0
cf5e4525,Redouan El Yaakoubi,3,3.5,0.99
cf603737,Max Svensson,0,0.0,1.0
cf623c78,Erik Durm,0,0.0,1.0
cf7836a2,Anthony Musaba,9,14.6,0.92
cf7fb13a,Juan Larios,0,0.0,1.0
cf90e253,Ethan Bristow,0,0.2,1.0
cf931de3,Raphaël Eyongo,0,0.1,1.0
cf961d8d,Dimitris Nikolaou,1,0.9,1.0
cf9bdd43,Siebe Van Der Heyden,0,0.2,1.0
cfa49cc1,Abdu Conté,1,1.1,1.0
cfb29823,Danny Ward,22,19.7,1.03
cfbf9881,Ibrahima Mbaye,0,0.0,1.0
cfd5e123,Gaëtan Bong,0,0.0,1.0
cfe4625e,Rohan Luthra,0,0.0,1.0
d0042ab9,Mason Holgate,2,2.9000000000000004,0.98
d00578b9,Midana Cassama,1,0.6,1.01
d00d45ab,David Ozoh,0,0.0,1.0
d01231f0,Andi Zeqiri,2,2.9,0.98
d019d5db,Håkon Evjen,2,3.1,0.98
d01b9ad6,Torben Müsel,0,0.0,1.0
d01bbb6f,Ritsu Doan,20,17.2,1.04
d023d70f,Karol Linetty,1,2.2,0.98
d0254cd8,Andy Fisher,0,0.0,1.0
d028bfe9,Derik Lacerda,2,1.9,1.0
d0330b1d,Dillon Phillips,0,0.0,1.0
d04b94db,Nélson Semedo,0,3.3000000000000003,0.94
d0530e29,Luiz Lúcio Reis Júnior,0,0.0,1.0
d0553d2f,Roy Kuijpers,2,1.8,1.0
d05d6389,Rodney Kongolo,0,0.3,0.99
d05eeced,Toni Borevkovic,0,2.9000000000000004,0.95
d068118b,Salim El Jebari,0,0.0,1.0
d0706b27,Marc Guéhi,3,4.6,0.97
d079becb,Alphadjo Cissè,0,0.0,1.0
d07b5d5a,Richard Keogh,0,1.1,0.98
d07d0aeb,Patric Pfeiffer,0,0.5,0.99
d080ed5e,Mikel Merino,10,11.0,0.98
d09f9118,Ahmed El Messaoudi,3,3.1,1.0
d0b3ceb9,Ben Foster,0,0.0,1.0
d0b6129f,Sander Berge,12,11.4,1.01
d0d8dd44,Stefan de Vrij,2,5.4,0.94
d0dbca9f,Alex Ferrari,1,0.8,1.0
d0ee1652,Saúl Coco,1,1.1,1.0
d0f72bf1,Max Kilman,3,4.2,0.98
d102b8a2,Leo Fuhr Hjelde,0,0.5,0.99
d125f22f,David Okereke,13,10.4,1.04
d1273f09,Daniel Caligiuri,2,2.3,0.99
d139daf9,Yaser Asprilla,7,9.7,0.96
d14229f3,Adrien Hunou,4,6.5,0.96
d16013d7,Daníel Leó Grétarsson,0,0.0,1.0
d1661819,Bastian Oczipka,0,0.3,0.99
d171c549,Nordin Musampa,0,0.0,1.0
d17ce930,Abdukodir Khusanov,0,0.2,1.0
d1828392,Lenny Joseph,0,0.0,1.0
d183e9d6,Nicola Murru,1,0.1,1.02
d189e48f,Mario González,2,3.1,0.98
d18f2675,Mattheus Oliveira,4,3.5,1.01
d19ef4ef,Alessio Zerbin,0,0.9,0.98
d1ac669b,Antonio Tikvić,0,0.0,1.0
d1b060e2,Abdón Prats,10,5.4,1.08
d1b49282,Morten Thorsby,6,5.800000000000001,1.0
d1c76d12,William Forrester,0,0.0,1.0
d1db4b83,Kerim Calhanoglu,0,0.0,1.0
d203fb17,Gianluca Prestianni,0,0.1,1.0
d20b888e,Zié Mohamed Ouattara,1,0.7,1.01
d2110326,Mouctar Diakhaby,4,4.0,1.0
d21e361a,Farid El Melali,0,1.1,0.98
d2416c2e,Yussuf Poulsen,13,12.5,1.01
d2424d1b,Ben Chilwell,5,3.5,1.03
d2448564,Samuel Grandsir,1,1.9,0.98
d248cd8f,Dayot Upamecano,2,3.0,0.98
d2583bce,Callum Paterson,0,2.6,0.95
d25fee56,Fabian Kunze,0,0.4,0.99
d266f8c9,Tobias Lauritsen,21,21.799999999999997,0.99
d2795011,Marious Vrousai,1,0.7,1.01
d280923b,Nino Galović,0,0.7000000000000001,0.99
d28339cb,Fabian Bredlow,0,0.0,1.0
d29202c2,Sory Kaba,8,7.7,1.0
d29e335c,Arthur Sales,0,0.3,0.99
d2b135e1,Kristoffer Peterson,0,0.7,0.99
d2b32e91,Bashir Humphreys,1,0.4,1.01
d2c12fe0,Oscar Cortés,1,0.5,1.01
d2c580ce,Yannik Keitel,1,1.9,0.98
d2c58277,Roel Janssen,0,0.3,0.99
d2c8aacc,Xeber,0,0.4,0.99
d2d74d9c,Richairo Živković,5,7.5,0.96
d2ddff2d,Richy Ledezma,1,0.7,1.01
d2e8fd9b,Filippo Delli Carri,0,0.2,1.0
d2f169dd,Jesse Bosch,1,1.3,0.99
d2fd7c14,Sead Haksabanović,1,2.0,0.98
d3085b49,Cauley Woodrow,6,9.3,0.95
d3096421,Daniel Didavi,0,0.8,0.99
d3112d86,Sebastian Vasiliadis,0,0.4,0.99
d313e8ff,CJ Egan-Riley,0,0.0,1.0
d328a254,Philip Billing,19,15.4,1.05
d3298c99,Daniele Verde,9,6.0,1.05
d32ef527,Eliano Reijnders,3,3.5,0.99
d333ffb9,Shayne Lavery,10,8.6,1.02
d33c706e,Andy Delort,18,19.0,0.99
d33e3242,Ismaila Cheick Coulibaly,0,0.0,1.0
d34d8ed2,Filip Stankovic,0,0.0,1.0
d368feb8,Alfie Mawson,0,0.2,1.0
d36b077d,Achraf El Bouchataoui,0,0.5,0.99
d376bf8a,João Nunes,2,0.8999999999999999,1.02
d37b0350,Leonardo Pavoletti,9,9.2,1.0
d3813344,Oliver Cooper,6,5.2,1.01
d38506fe,Liam Thompson,0,0.1,1.0
d38d66b6,Joe Rodwell-Grant,0,0.0,1.0
d38fdf53,Pervis Estupiñán,3,3.5,0.99
d3a7f047,Mohamed El Hankouri,0,1.5,0.97
d3aaad90,Stephan El Shaarawy,13,10.7,1.04
d3b54513,Aurélien Pelon,0,0.0,1.0
d3b888e3,Christian Oliva,0,0.0,1.0
d3ccb0ea,Kal Naismith,2,4.6,0.96
d3ce0e89,Danny Ward,0,0.0,1.0
d3ce8b72,Robbie Hemfrey,0,0.0,1.0
d3d49142,Morgan Whittaker,20,12.2,1.12
d3d758d8,Valon Behrami,0,0.1,1.0
d3d77413,Muhammed Damar,0,0.1,1.0
d3d774cc,Marc Guiu,1,0.8,1.0
d3ddf88b,Arthur Atta,1,0.6,1.01
d3de9af0,Duván Zapata,22,26.4,0.95
d3e0c826,Dimitrije Kamenović,0,0.7,0.99
d3e47002,Tom Naylor,2,2.3,0.99
d3ea4a10,Dave Van Den Berg,5,3.1,1.03
d40b01f6,Daan Rots,10,8.5,1.02
d4133fa1,Yann M'Vila,0,0.1,1.0
d41a383d,Manuel Namora,0,0.0,1.0
d41d3d7b,Terell Thomas,0,0.0,1.0
d44360be,Filippo Bandinelli,4,3.9000000000000004,1.0
d4456fb3,Morten Hjulmand,3,2.5,1.01
d44efa12,Yan Matheus,4,4.3,0.99
d4535821,Adam Marušić,2,1.3,1.01
d469252b,Mohamed Bamba,7,5.6,1.02
d46ec7b4,Gustavo Varela,0,0.0,1.0
d47df60d,Tommy St. Jago,0,0.0,1.0
d4808594,Jon Magunacelaya,0,0.3,0.99
d4931a5a,Nikola Kalinić,4,3.2,1.01
d49f3e6b,Lucas Boyé,20,18.3,1.02
d4a2533d,Josip Brekalo,8,5.5,1.04
d4aa4582,Ryan One,0,0.0,1.0
d4b0eb12,Jordan Cousins,0,0.2,1.0
d4b73232,Giorgi Mamardashvili,0,0.0,1.0
d4c0d222,Nuno Matos,0,0.0,1.0
d4c6ba22,Kian Fitz-Jim,0,0.7999999999999999,0.99
d4c9725f,Theo Hernández,11,9.5,1.02
d4cfc93c,Daryl Dike,7,7.5,0.99
d4d35152,Hugo Magnetti,3,3.7,0.99
d4d63c3f,Anderson Jesus,3,4.7,0.97
d4e93bab,Daler Kuzyaev,2,1.8,1.0
d4f63087,Louie Watson,0,0.2,1.0
d4fa7d01,Robson Bambu,0,0.0,1.0
d504b3e1,Jeff Reine-Adélaïde,0,1.3,0.98
d51bd6c5,Juninho,4,5.8,0.97
d51d1d9d,Moura,5,4.9,1.0
d5326924,Amin Sarr,11,12.5,0.98
d541e703,Freddie Veseli,0,0.0,1.0
d54e009e,Matty Pearson,11,7.300000000000001,1.06
d5575935,Valon Berisha,0,0.2,1.0
d557d734,Matt Doherty,4,4.1,1.0
d56543a0,Ryan Fraser,8,7.2,1.01
d5696a58,Afonso Taira,0,0.4,0.99
d56b9520,Malo Gusto,0,1.9,0.97
d578db11,Vangelis Pavlidis,55,48.2,1.07
d595de71,Ethan Mbappé,0,0.1,1.0
d5d22a58,Gabriel Gudmundsson,2,4.1000000000000005,0.96
d5dafedb,Leighton Clarkson,0,0.4,0.99
d5dd5f1f,Pierre-Emerick Aubameyang,29,30.9,0.98
d5f2f82b,Marquinhos,7,6.3,1.01
d6066695,Liam Bridcutt,0,0.0,1.0
d60c03a9,Joe White,0,0.0,1.0
d60c26fc,Fernando Forestieri,2,1.1,1.02
d60cf08d,João Victor,0,0.1,1.0
d61759ec,Youba Diarra,0,0.0,1.0
d6192210,Semi Ajayi,5,5.699999999999999,0.99
d61c07fd,Asaf Arania,0,0.0,1.0
d62e4109,Abdi Shariif,0,0.0,1.0
d6303703,Joshua Griffiths,0,0.0,1.0
d633fd46,Stefan Lekovic,0,0.0,1.0
d637fc22,Rodrigo Battaglia,0,0.6000000000000001,0.99
d638ab17,Papa Amadou Diallo,2,2.6,0.99
d646c218,Lukas Ullrich,0,0.0,1.0
d64f96d0,Rodrigo Macedo,0,0.4,0.99
d65be685,Anselmo García MacNulty,2,1.5,1.01
d65cf468,Alessandro Bianco,0,0.1,1.0
d6862409,Florian Niederlechner,10,10.2,1.0
d686dbc0,Nathan de Medina,0,0.2,1.0
d697a2d0,Suf Podgoreanu,0,0.0,1.0
d6a889ea,Kévin Malcuit,0,0.0,1.0
d6b94d77,Felipe Araruna,0,0.0,1.0
d6d15aea,Greg Docherty,1,4.1,0.95
d6e3d7fb,Jesús Owono,0,0.0,1.0
d6e53a3a,Matthijs de Ligt,8,4.4,1.06
d6ebf67f,Benjamin Nygren,0,1.0,0.98
d6f6ce93,Julian Pollersbeck,0,0.0,1.0
d6f88a1d,Adrien Silva,0,0.4,0.99
d705ba44,Andrea Belotti,11,14.4,0.95
d709cd5c,Mario Dominguez,0,0.2,1.0
d70a5433,Marcos Paulo,0,1.0,0.98
d70ce98e,Lionel Messi,22,25.5,0.96
d711d04f,Goran Pandev,0,0.5,0.99
d720e834,Calvin Ramsay,0,0.0,1.0
d733aa38,Roberto Torres,0,0.5,0.99
d73892ac,Tashan Oakley-Boothe,0,0.0,1.0
d7492450,Martin Kelly,0,0.1,1.0
d74a54d1,Mika,0,0.0,1.0
d7547531,Naatan Skyttä,0,0.6,0.99
d7553721,Giovani Lo Celso,5,4.7,1.01
d7556379,Simon Gustafson,1,1.6,0.99
d75f3980,Jere Uronen,0,0.2,1.0
d76070fd,Daan Huisman,0,2.1,0.96
d781d855,Alphonso Davies,3,4.0,0.98
d790907f,Andy King,1,1.9,0.98
d7918b13,Liam Henderson,2,3.0,0.98
d79a8c87,Rob Holding,2,0.7,1.02
d7a03bf3,David Jurásek,0,0.30000000000000004,0.99
d7a35008,Nicola Ravaglia,0,0.0,1.0
d7cdfd81,Tobias Kempe,0,1.2,0.98
d7cf39b1,Charlie Kelman,0,0.7,0.99
d7d32194,Mattia Destro,10,10.3,1.0
d7d78a54,Mike van Duinen,0,2.2,0.96
d7f99582,Benson Manuel,11,4.1,1.12
d80b1835,Gianluca Frabotta,0,0.0,1.0
d80d7f17,Iñigo Arguibide,0,0.0,1.0
d810c13b,Emanuel Aiwum,0,0.8999999999999999,0.98
d813936f,Zachary Ashworth,0,0.0,1.0
d822a850,Ben Hamer,0,0.0,1.0
d82a310a,Justin Diehl,0,0.2,1.0
d8363914,Matteo Prati,1,2.0,0.98
d83bbc54,Daniel Wass,1,1.8,0.99
d83f09ff,Miguel Juan Llambrich,0,0.0,1.0
d854c9d0,Fernando Medrano,0,0.0,1.0
d85c238b,Mattia Zaccagni,20,14.100000000000001,1.09
d86a1f3e,Tyler Onyango,0,0.0,1.0
d8712bf9,Bebé,2,2.5,0.99
d87e2cae,Willian José,16,11.600000000000001,1.07
d8800a46,Petko Hristov,1,0.30000000000000004,1.01
d8931174,Harry Maguire,3,4.2,0.98
d8b47705,Kelvin Leerdam,0,0.1,1.0
d8b97bb3,Moussa Sylla,7,4.7,1.04
d8bc9af3,João Pedro Araújo Correia,3,4.7,0.97
d8c19a60,Ibrahim Diakité,0,0.2,1.0
d8c679be,Oğuzhan Özyakup,4,2.2,1.03
d8cda243,Kenan Yıldız,2,1.6,1.01
d8e563fb,Reyes Cleary,0,0.0,1.0
d8faef3e,Kenneth Paal,5,3.3,1.03
d8fe652c,Ivan Zlobin,0,0.0,1.0
d90a63ec,Carlos Mendes Gomes,0,0.2,1.0
d91f104d,Alfie Gilchrist,1,0.3,1.01
d9235a45,Diego Mariño,0,0.0,1.0
d925b04e,Moussa Diakité,0,0.0,1.0
d93c2511,Scott McTominay,9,9.0,1.0
d9524d3b,Michael Ihiekwe,1,1.5,0.99
d9565625,Diogo Dalot,3,4.8,0.97
d958cde6,Kyle McFadzean,6,5.0,1.02
d96144c9,Carraça,0,2.0999999999999996,0.96
d9624b51,Federico Ceccherini,3,2.5,1.01
d9764034,Guillermo Maripán,4,2.6,1.02
d97af612,Keito Nakamura,4,3.2,1.01
d97ec0d1,Patrick Leal,0,0.0,1.0
d97f2e8d,Fabio Depaoli,3,2.7,1.01
d995ed27,Giacomo Bonaventura,17,13.4,1.05
d9a0abd6,Ali Akman,6,4.1,1.03
d9a21f02,Adrian Blake,1,0.5,1.01
d9b89391,Bruno Duarte,15,11.7,1.05
d9b9b71a,Eulânio Ângelo Chipela Gomes,0,0.2,1.0
d9ba39fc,Diego Rico,0,0.7,0.99
d9cfca3d,Lys Mousset,3,3.0,1.0
d9d4881f,Marcelo,0,0.0,1.0
d9d58641,Gary Gardner,7,5.0,1.03
d9e196bf,Marco John,0,0.0,1.0
d9e7c4da,Joseph Johnson,0,0.0,1.0
d9ebed1c,Filippo Ranocchia,1,1.4,0.99
d9f83409,Giacomo Corona,0,0.0,1.0
da011f18,Lewis Hall,1,1.2,1.0
da052c14,Jordan Ayew,11,10.2,1.01
da0c0e79,Rúben Marques,0,0.0,1.0
da19001d,Abdenego Nankishi,3,1.7,1.02
da26f9e8,Rick Zuijderwijk,0,0.2,1.0
da270297,Eboue Kouassi,1,2.4,0.98
da27e268,Marc Roca,3,3.4000000000000004,0.99
da2b8db3,Freddie Ladapo,2,3.7,0.97
da3f476b,Pierre Sagna,0,0.4,0.99
da4d670f,Xavi Simons,24,20.200000000000003,1.05
da4e70e5,Calderón,0,0.0,1.0
da59a197,Riechedly Bazoer,1,1.6,0.99
da5a981b,Jacopo Sala,1,0.1,1.02
da61ca98,Cameron Burgess,2,2.0,1.0
da69a0ef,Andrea Ferraris,0,0.0,1.0
da76715c,David Nemeth,0,0.0,1.0
da76bab4,Valentín Castellanos,16,17.7,0.98
da77b60b,Riccardo Ciervo,0,0.1,1.0
da7b447d,Davinson Sánchez,2,2.8,0.99
da82ccb1,Pablo Busto,0,0.0,1.0
da84230f,Mika Godts,0,0.4,0.99
da8b19e2,John Ruddy,0,0.2,1.0
da974c7b,Kalidou Koulibaly,5,2.2,1.05
daa11a4f,Andy Logbo,0,0.3,0.99
daa2eab3,Carlos Dotor,0,0.2,1.0
daa4c94c,Antonio Iervolino,0,0.0,1.0
daa78200,Andreas Voglsammer,4,7.199999999999999,0.95
dab1b8dc,Denis Petrić,0,0.0,1.0
dab75831,Nazariy Rusyn,2,2.8,0.99
dab84ad2,Mason Burstow,1,2.0,0.98
dabb2827,Fernando,0,0.0,1.0
dac2bed8,Leonardo Mendicino,0,0.0,1.0
dacf856a,Mamadou Coulibaly,0,0.2,1.0
dad4b285,Joël Veltman,3,2.9,1.0
dafa5038,Saúl García,0,0.0,1.0
db001fa9,Alfonso Espino,2,4.0,0.97
db013c7d,Thibault Klidje,0,0.0,1.0
db092d3b,Ismaël Bennacer,5,2.6,1.04
db159803,Mats Seuntjens,13,15.9,0.96
db23d9fc,Thuler,0,0.1,1.0
db3164e1,Gauthier Gallon,0,0.0,1.0
db317640,Tom Holmes,1,2.3,0.98
db401046,Koen Casteels,0,0.1,1.0
db4ed67b,Mahmoud Dahoud,3,2.4,1.01
db714daf,Benito Ramírez,1,0.4,1.01
db71e6f3,Muhammet Tunahan Taşçı,0,0.1,1.0
db750822,Vitolo,0,0.0,1.0
db7849ca,Franck Honorat,20,10.7,1.14
db867065,Hildeberto Pereira,2,1.9,1.0
db87a2c4,Marcin Bułka,0,0.1,1.0
db8c8860,Iker Bravo,0,0.0,1.0
db8f0eba,Adri Embarba,5,9.5,0.93
db975607,Conor Masterson,0,0.0,1.0
dba11957,Maurilio de Lannoy,0,0.0,1.0
dba66719,Cristian González,1,1.6,0.99
dbaa6693,Elder Santana,2,1.5,1.01
